Z,COUNTY
1034,35
1035,35
1036,35
1037,35
1038,35
1039,35
1040,35
1041,35
1042,35
1043,35
1044,35
1045,35
1046,35
1047,35
1048,35
1049,35
1050,35
1051,35
1052,35
1053,35
1054,35
1055,35
1056,35
1057,35
1058,35
1059,35
1060,35
1061,35
1062,35
1063,35
1064,35
1065,35
1066,35
1067,35
1068,35
1069,35
1070,35
1071,35
1072,35
1073,35
1074,35
1075,35
1076,35
1077,35
1078,35
1079,35
1080,35
1081,35
1082,35
1083,35
1084,35
1085,35
1086,35
1087,35
1088,35
1089,35
1090,35
1091,35
1092,35
1093,35
1094,35
1095,35
1096,35
1097,35
1098,35
1099,35
1100,35
1101,35
1102,35
1103,35
1104,35
1105,35
1106,35
1107,35
1108,35
1109,35
1110,35
1111,35
1112,35
1113,35
1114,35
1115,35
1116,35
1117,35
1118,35
1119,35
1120,35
1121,35
1122,35
1123,35
1124,35
1125,35
1126,35
1127,35
1128,35
1129,35
1130,35
1131,35
1132,35
1133,35
1134,35
1135,35
1136,35
1137,35
1138,35
1139,35
1140,35
1141,35
1142,35
1143,35
1144,35
1145,35
1146,35
1147,35
1148,35
1149,35
1150,35
1151,35
1152,35
1153,35
1154,35
1155,35
1156,35
1157,35
1158,35
1159,35
1160,35
1161,35
1162,35
1163,35
1164,35
1165,35
1166,35
1167,35
1168,35
1169,35
1170,35
1171,35
1172,35
1173,35
1174,35
1175,35
1176,35
1177,35
1178,35
1179,35
1180,35
1181,35
1182,35
1183,35
1184,35
1185,35
1186,35
1187,35
1188,35
1189,35
1190,35
1191,35
1192,35
1193,35
1194,35
1195,35
1196,35
1197,35
1198,35
1199,35
1200,35
1201,35
1202,35
1203,35
1204,35
1205,35
1206,35
1207,35
1208,35
1209,35
1210,35
1211,35
1212,35
1213,35
1214,35
1215,35
1216,35
1217,35
1218,35
1219,35
1220,35
1221,35
1222,35
1223,35
1224,35
1225,35
1226,35
1227,35
1228,35
1229,35
1230,35
1231,35
1232,35
1233,35
1234,35
1235,35
1236,35
1237,35
1238,35
1239,35
1240,35
1241,35
1242,35
1243,35
1244,35
1245,35
1246,35
1247,35
1248,35
1249,35
1250,35
1251,35
1252,35
1253,35
1254,35
1255,35
1256,35
1257,35
1258,35
1259,35
1260,35
1261,35
1262,35
1263,35
1264,35
1265,35
1266,35
1267,35
1268,35
1269,35
1270,35
1271,35
1272,35
1273,35
1274,35
1275,35
1276,35
1277,35
1278,35
1279,35
1280,35
1281,35
1282,35
1283,35
1284,35
1285,35
1286,35
1287,35
1288,35
1289,35
1290,35
1291,35
1292,35
1293,35
1294,35
1295,35
1296,35
1297,35
1298,35
1299,35
1300,35
1301,35
1302,35
1303,35
1304,35
1305,35
1306,35
1307,35
1308,35
1309,35
1310,35
1311,35
1312,35
1313,35
1314,35
1315,35
1316,35
1317,35
1318,35
1319,35
1320,35
1321,35
1322,35
1323,35
1324,35
1325,35
1326,35
1327,35
1328,35
1329,35
1330,35
1331,35
1332,35
1333,35
1334,35
1335,35
1336,35
1337,35
1338,35
1339,35
1340,35
1341,35
1342,35
1343,35
1344,35
1345,35
1346,35
1347,35
1348,35
1349,35
1350,35
1351,35
1352,35
1353,35
1354,35
1355,35
1356,35
1357,35
1358,35
1359,35
1360,35
1361,35
1362,35
1363,35
1364,35
1365,35
1366,35
1367,35
1368,35
1369,35
1370,35
1371,35
1372,35
1373,35
1374,35
1375,35
1376,35
1377,35
1378,35
1379,35
1380,35
1381,35
1382,35
1383,35
1384,35
1385,35
1386,35
1387,35
1388,35
1389,35
1390,35
1391,35
1392,35
1393,35
1394,35
1395,35
1396,35
1397,35
1398,35
1399,35
1400,35
1401,35
1402,35
1403,35
1404,35
1405,35
1406,35
1407,35
1408,35
1409,35
1410,35
1411,35
1412,35
1413,35
1414,35
1415,35
1416,35
1417,35
1418,35
1419,35
1420,35
1421,35
1422,35
1423,35
1424,35
1425,35
1426,35
1427,35
1428,35
1429,35
1430,35
1431,35
1432,35
1433,35
1434,35
1435,35
1436,35
1437,35
1438,35
1439,35
1440,35
1441,35
1442,35
1443,35
1444,35
1445,35
1446,35
1447,35
1448,35
1449,35
1450,35
1451,35
1452,35
1453,35
1454,35
1455,35
1456,35
1457,35
1458,35
1459,35
1460,35
1461,35
1462,35
1463,35
1464,35
1465,35
1466,35
1467,35
1468,35
1469,35
1470,35
1471,35
1472,35
1473,35
1474,35
1475,35
1476,35
1477,35
1478,35
1479,35
1480,35
1481,35
1482,35
1483,35
1484,35
1485,35
1486,35
1487,35
1488,35
1489,35
1490,35
1491,35
1492,35
1493,35
1494,35
1495,35
1496,35
1497,35
1498,35
1499,35
1500,35
1501,35
1502,35
1503,35
1504,35
1505,35
1506,35
1507,35
1508,35
1509,35
1510,35
1511,35
1512,35
1513,35
1514,35
1515,35
1516,35
1517,35
1518,35
1519,35
1520,35
1521,35
1522,35
1523,35
1524,35
1525,35
1526,35
1527,35
1528,35
1529,35
1530,35
1531,35
1532,35
1533,35
1534,35
1535,35
1536,35
1537,35
1538,35
1539,35
1540,35
1541,35
1542,35
1543,35
1544,35
1545,35
1546,35
1547,35
1548,35
1549,35
1550,35
1551,35
1552,35
1553,35
1554,35
1555,35
1556,35
1557,35
1558,35
1559,35
1560,35
1561,35
1562,35
1563,35
1564,35
1565,35
1566,35
1567,35
1568,35
1569,35
1570,35
1571,35
1572,35
1573,35
1574,35
1575,35
1576,35
1577,35
1578,35
1579,35
1580,35
1581,35
1582,35
1583,35
1584,35
1585,35
1586,35
1587,35
1588,35
1589,35
1590,35
1591,35
1592,35
1593,35
1594,35
1595,35
1596,35
1597,35
1598,35
1599,35
1600,35
1601,35
1602,35
1603,35
1604,35
1605,35
1606,35
1607,35
1608,35
1609,35
1610,35
1611,35
1612,35
1613,35
1614,35
1615,35
1616,35
1617,35
1618,35
1619,35
1620,35
1621,35
1622,35
1623,35
1624,35
1625,35
1626,35
1627,35
1628,35
1629,35
1630,35
1631,35
1632,35
1633,35
1634,35
1635,35
1636,35
1637,35
1638,35
1639,35
1640,35
1641,35
1642,35
1643,35
1644,35
1645,35
1646,35
1647,35
1648,35
1649,35
1650,35
1651,35
1652,35
1653,35
1654,35
1655,35
1656,35
1657,35
1658,35
1659,35
1660,35
1661,35
1662,35
1663,35
1664,35
1665,35
1666,35
1667,35
1668,35
1669,35
1670,35
1671,35
1672,35
1673,35
1674,35
1675,35
1676,35
1677,35
1678,35
1679,35
1680,35
1681,35
1682,35
1683,35
1684,35
1685,35
1686,35
1687,35
1688,35
1689,35
1690,35
1691,35
1692,35
1693,35
1694,35
1695,35
1696,35
1697,35
1698,35
1699,35
1700,35
1701,35
1702,35
1703,35
1704,35
1705,35
1706,35
1707,35
1708,35
1709,35
1710,35
1711,35
1712,35
1713,35
1714,35
1715,35
1716,35
1717,35
1718,35
1719,35
1720,35
1721,35
1722,35
1723,35
1724,35
1725,35
1726,35
1727,35
1728,35
1729,35
1730,35
1731,35
1732,35
1733,35
1734,35
1735,35
1736,35
1737,35
1738,35
1739,35
1740,35
1741,35
1742,35
1743,35
1744,35
1745,35
1746,35
1747,35
1748,35
1749,35
1750,35
1751,35
1752,35
1753,35
1754,35
1755,35
1756,35
1757,35
1758,35
1759,35
1760,35
1761,35
1762,35
1763,35
1764,35
1765,35
1766,35
1767,35
1768,35
1769,35
1770,35
1771,35
1772,35
1773,35
1774,35
1775,35
1776,35
1777,35
1778,35
1779,35
1780,35
1781,35
1782,35
1783,35
1784,35
1785,35
1786,35
1787,35
1788,35
1789,35
1790,35
1791,35
1792,35
1793,35
1794,35
1795,35
1796,35
1797,35
1798,35
1799,35
1800,35
1801,35
1802,35
1803,35
1804,35
1805,35
1806,35
1807,35
1808,35
1809,35
1810,35
1811,35
1812,35
1813,35
1814,35
1815,35
1816,35
1817,35
1818,35
1819,35
1820,35
1821,35
1822,35
1823,35
1824,35
1825,35
1826,35
1827,35
1828,35
1829,35
1830,35
1831,35
1832,35
1833,35
1834,35
1835,35
1836,35
1837,35
1838,35
1839,35
1840,35
1841,35
1842,35
1843,35
1844,35
1845,35
1846,35
1847,35
1848,35
1849,35
1850,35
1851,35
1852,35
1853,35
1854,35
1855,35
1856,35
1857,35
1858,35
1859,35
1860,35
1861,35
1862,35
1863,35
1864,35
1865,35
1866,35
1867,35
1868,35
1869,35
1870,35
1871,35
1872,35
1873,35
1874,35
1875,35
1876,35
1877,35
1878,35
1879,35
1880,35
1881,35
1882,35
1883,35
1884,35
1885,35
1886,35
1887,35
1888,35
1889,35
1890,35
1891,35
1892,35
1893,35
1894,35
1895,35
1896,35
1897,35
1898,35
1899,35
1900,35
1901,35
1902,35
1903,35
1904,35
1905,35
1906,35
1907,35
1908,35
1909,35
1910,35
1911,35
1912,35
1913,35
1914,35
1915,35
1916,35
1917,35
1918,35
1919,35
1920,35
1921,35
1922,35
1923,35
1924,35
1925,35
1926,35
1927,35
1928,35
1929,35
1930,35
1931,35
1932,35
1933,35
1934,35
1935,35
1936,35
1937,35
1938,35
1939,35
1940,35
1941,35
1942,35
1943,35
1944,35
1945,35
1946,35
1947,35
1948,35
1949,35
1950,35
1951,35
1952,35
1953,35
1954,35
1955,35
1956,35
1957,35
1958,35
1959,35
1960,35
1961,35
1962,35
1963,35
1964,35
1965,35
1966,35
1967,35
1968,35
1969,35
1970,35
1971,35
1972,35
1973,35
1974,35
1975,35
1976,35
1977,35
1978,35
1979,35
1980,35
1981,35
1982,35
1983,35
1984,35
1985,35
1986,35
1987,35
1988,35
1989,35
1990,35
1991,35
1992,35
1993,35
1994,35
1995,35
1996,35
1997,35
1998,35
1999,35
2000,35
2001,35
2002,35
2003,35
2004,35
2005,35
2006,35
2007,35
2008,35
2009,35
2010,35
2011,35
2012,35
2013,35
2014,35
2015,35
2016,35
2017,35
2018,35
2019,35
2020,35
2021,35
2022,35
2023,35
2024,35
2025,35
2026,35
2027,35
2028,35
2029,35
2030,35
2031,35
2032,35
2033,35
2034,35
2035,35
2036,35
2037,35
2038,35
2039,35
2040,35
2041,35
2042,35
2043,35
2044,35
2045,35
2046,35
2047,35
2048,35
2049,35
2050,35
2051,35
2052,35
2053,35
2054,35
2055,35
2056,35
2057,35
2058,35
2059,35
2060,35
2061,35
2062,35
2063,35
2064,35
2065,35
2066,35
2067,35
2068,35
2069,35
2070,35
2071,35
2072,35
2073,35
2074,35
2075,35
2076,35
2077,35
2078,35
2079,35
2080,35
2081,35
2082,35
2083,35
2084,35
2085,35
2086,35
2087,35
2088,35
2089,35
2090,35
2091,35
2092,35
2093,35
2094,35
2095,35
2096,35
2097,35
2098,35
2099,35
2100,35
2101,35
2102,35
2103,35
2104,35
2105,35
2106,35
2107,35
2108,35
2109,35
2110,35
2111,35
2112,35
2113,35
2114,35
2115,35
2116,35
2117,35
2118,35
2119,35
2120,35
2121,35
2122,35
2123,35
2124,35
2125,35
2126,35
2127,35
2128,35
2129,35
2130,35
2131,35
2132,35
2133,35
2134,35
2135,35
2136,35
2137,35
2138,35
2139,35
2140,35
2141,35
2142,35
2143,35
2144,35
2145,35
2146,35
2147,35
2148,35
2149,35
2150,35
2151,35
2152,35
2153,35
2154,35
2155,35
2156,35
2157,35
2158,35
2159,35
2160,35
2161,35
2162,35
2163,35
2164,35
2165,35
2166,35
2167,35
2168,35
2169,35
2170,35
2171,35
2172,35
2173,35
2174,35
2175,35
2176,35
2177,35
2178,35
2179,35
2180,35
2181,35
2182,35
2183,35
2184,35
2185,35
2186,35
2187,35
2188,35
2189,35
2190,35
2191,35
2192,35
2193,35
2194,35
2195,35
2196,35
2197,35
2198,35
2199,35
2200,35
2201,35
2202,35
2203,35
2204,35
2205,35
2206,35
2207,35
2208,35
2209,35
2210,35
2211,35
2212,35
2213,35
2214,35
2215,35
2216,35
154,57
155,57
156,57
157,57
158,57
159,57
160,57
161,57
162,57
163,57
164,57
165,57
166,57
167,57
168,57
169,57
170,57
171,57
172,57
173,57
174,57
175,57
176,57
177,57
178,57
179,57
180,57
181,57
182,57
183,57
184,57
185,57
186,57
187,57
188,57
189,57
190,57
191,57
192,57
193,57
194,57
195,57
196,57
197,57
198,57
199,57
200,57
201,57
202,57
203,57
204,57
205,57
206,57
207,57
208,57
209,57
210,57
211,57
212,57
213,57
214,57
215,57
216,57
217,57
218,57
219,57
220,57
221,57
222,57
223,57
224,57
225,57
226,57
227,57
228,57
229,57
230,57
231,57
232,57
233,57
234,57
235,57
236,57
237,57
238,57
239,57
240,57
241,57
242,57
243,57
244,57
245,57
246,57
247,57
248,57
249,57
250,57
251,57
252,57
253,57
254,57
255,57
256,57
257,57
258,57
259,57
260,57
261,57
262,57
263,57
264,57
265,57
266,57
267,57
268,57
269,57
270,57
271,57
272,57
273,57
274,57
275,57
276,57
277,57
278,57
279,57
280,57
281,57
282,57
283,57
284,57
285,57
286,57
287,57
288,57
289,57
290,57
291,57
292,57
293,57
294,57
295,57
296,57
297,57
298,57
299,57
300,57
301,57
302,57
303,57
304,57
305,57
306,57
307,57
308,57
309,57
310,57
311,57
312,57
313,57
314,57
315,57
316,57
317,57
318,57
319,57
320,57
321,57
322,57
323,57
324,57
325,57
326,57
327,57
328,57
329,57
330,57
331,57
332,57
333,57
334,57
335,57
336,57
337,57
338,57
339,57
340,57
341,57
342,57
343,57
344,57
345,57
346,57
347,57
348,57
349,57
350,57
351,57
352,57
353,57
354,57
355,57
356,57
357,57
358,57
359,57
360,57
361,57
362,57
363,57
364,57
365,57
366,57
367,57
368,57
369,57
370,57
371,57
372,57
373,57
374,57
375,57
376,57
377,57
378,57
379,57
380,57
381,57
382,57
383,57
384,57
385,57
386,57
387,57
388,57
389,57
390,57
391,57
392,57
393,57
394,57
395,57
396,57
397,57
398,57
399,57
400,57
401,57
402,57
403,57
404,57
405,57
406,57
407,57
408,57
409,57
410,57
411,57
412,57
413,57
414,57
415,57
416,57
417,57
418,57
419,57
420,57
421,57
422,57
423,57
424,57
425,57
426,57
427,57
428,57
429,57
430,57
431,57
432,57
433,57
434,57
435,57
436,57
437,57
438,57
439,57
440,57
441,57
442,57
443,57
444,57
445,57
446,57
447,57
448,57
449,57
450,57
451,57
452,57
453,57
454,57
455,57
456,57
457,57
458,57
459,57
460,57
461,57
462,57
463,57
464,57
465,57
466,57
467,57
468,57
469,57
470,57
471,57
472,57
473,57
474,57
475,57
476,57
477,57
478,57
479,57
480,57
481,57
482,57
483,57
484,57
485,57
486,57
487,57
488,57
489,57
490,57
491,57
492,57
493,57
494,57
495,57
496,57
497,57
498,57
499,57
500,57
501,57
502,57
503,57
504,57
505,57
506,57
507,57
508,57
509,57
510,57
511,57
512,57
513,57
514,57
515,57
516,57
517,57
518,57
519,57
520,57
521,57
522,57
523,57
524,57
525,57
526,57
527,57
528,57
529,57
530,57
531,57
532,57
533,57
534,57
535,57
536,57
537,57
538,57
539,57
540,57
541,57
542,57
543,57
544,57
545,57
546,57
547,57
548,57
549,57
550,57
551,57
552,57
553,57
554,57
555,57
556,57
557,57
558,57
559,57
560,57
561,57
562,57
563,57
564,57
565,57
566,57
567,57
568,57
569,57
570,57
571,57
572,57
573,57
574,57
575,57
576,57
577,57
578,57
579,57
580,57
581,57
3311,49
3310,49
3306,49
2292,49
2301,49
2300,49
2293,49
2277,49
2279,49
2276,49
2275,49
2271,49
2272,49
2340,49
2332,49
2308,49
2313,49
2312,49
2317,49
2316,49
2322,49
2325,49
2326,49
2239,49
2237,49
2351,49
2379,49
2383,49
2382,49
2385,49
2256,49
2246,49
2254,49
2257,49
2260,49
2405,49
2408,49
2413,49
2266,49
2264,49
2369,49
2370,49
2365,49
2387,49
2386,49
2390,49
2391,49
2393,49
2392,49
2420,49
2417,49
2409,49
2486,49
2485,49
2484,49
2477,49
2495,49
2490,49
2425,49
2424,49
2724,49
2725,49
2723,49
2722,49
2783,49
2784,49
3108,49
3109,49
3121,49
3124,49
3049,49
3053,49
3045,49
3046,49
3227,49
3128,49
3129,49
3131,49
3288,49
3285,49
3290,49
3292,49
3389,49
3388,49
3328,49
3492,49
2220,49
2310,49
2395,49
3062,49
3060,49
3047,49
2627,49
2606,49
2509,49
2508,49
3130,49
3289,49
2314,49
2331,49
2330,49
2347,49
2384,49
2371,49
2357,49
2481,49
2496,49
2507,49
2743,49
2741,49
2856,49
2857,49
3055,49
3297,49
2779,49
2794,49
2790,49
2791,49
2795,49
2796,49
2814,49
2792,49
3069,49
3068,49
3066,49
3067,49
3073,49
3070,49
3074,49
3071,49
3072,49
3305,49
3316,49
3301,49
3335,49
3314,49
3294,49
2336,49
2329,49
2230,49
2221,49
2223,49
2224,49
2295,49
2219,49
2342,49
2334,49
2323,49
2286,49
2345,49
2273,49
2232,49
2241,49
2248,49
2406,49
2362,49
2361,49
2353,49
2320,49
2363,49
2354,49
2373,49
2372,49
2367,49
2374,49
2375,49
2355,49
2360,49
2397,49
2399,49
2394,49
2377,49
2431,49
2433,49
2430,49
2376,49
2419,49
2418,49
2423,49
2426,49
2410,49
2451,49
2448,49
2450,49
2445,49
2454,49
2453,49
2452,49
2443,49
2459,49
2461,49
2462,49
2463,49
2465,49
2467,49
2469,49
2466,49
2468,49
2458,49
2475,49
2473,49
2471,49
2474,49
2476,49
2435,49
2432,49
2437,49
2436,49
2434,49
2479,49
2470,49
2500,49
2501,49
2502,49
2503,49
2504,49
2505,49
2498,49
2497,49
2499,49
2493,49
2492,49
2491,49
2494,49
2511,49
2513,49
2514,49
2427,49
2429,49
2421,49
2518,49
2521,49
2524,49
2522,49
2525,49
2526,49
2519,49
2527,49
2520,49
2586,49
2523,49
2551,49
2553,49
2552,49
2556,49
2554,49
2589,49
2592,49
2593,49
2598,49
2528,49
2529,49
2534,49
2533,49
2532,49
2530,49
2538,49
2539,49
2542,49
2536,49
2535,49
2544,49
2545,49
2549,49
2550,49
2548,49
2547,49
2546,49
2543,49
2570,49
2569,49
2568,49
2572,49
2571,49
2559,49
2541,49
2557,49
2562,49
2560,49
2537,49
2565,49
2564,49
2563,49
2567,49
2579,49
2578,49
2584,49
2583,49
2582,49
2581,49
2573,49
2615,49
2616,49
2585,49
2617,49
2621,49
2620,49
2619,49
2626,49
2625,49
2624,49
2623,49
2618,49
2647,49
2648,49
2646,49
2645,49
2622,49
2650,49
2649,49
2612,49
2609,49
2610,49
2604,49
2614,49
2608,49
2574,49
2601,49
2600,49
2599,49
2594,49
2566,49
2603,49
2602,49
2605,49
2597,49
2628,49
2629,49
2630,49
2639,49
2638,49
2631,49
2644,49
2636,49
2641,49
2640,49
2642,49
2665,49
2667,49
2652,49
2668,49
2669,49
2666,49
2675,49
2678,49
2674,49
2679,49
2673,49
2681,49
2682,49
2688,49
2670,49
2689,49
2680,49
2684,49
2685,49
2698,49
2693,49
2713,49
2712,49
2696,49
2699,49
2576,49
2575,49
2704,49
2710,49
2711,49
2719,49
2703,49
2708,49
2709,49
2718,49
2705,49
2707,49
2714,49
2756,49
2755,49
2702,49
2729,49
2728,49
2726,49
2700,49
2721,49
2735,49
2732,49
2736,49
2733,49
2731,49
2730,49
2697,49
2744,49
2738,49
2768,49
2749,49
2739,49
2769,49
2746,49
2747,49
2748,49
2787,49
2788,49
2782,49
2766,49
2764,49
2758,49
2761,49
2759,49
2757,49
2770,49
2775,49
2781,49
2773,49
2776,49
2780,49
2811,49
2789,49
2807,49
2809,49
2805,49
2806,49
2803,49
2799,49
2804,49
2800,49
2802,49
2801,49
2860,49
2831,49
2835,49
2880,49
2855,49
2882,49
2877,49
2878,49
2875,49
2876,49
2817,49
2819,49
2818,49
2816,49
2815,49
2812,49
2833,49
2832,49
2836,49
2837,49
2813,49
2838,49
2834,49
2827,49
2830,49
2785,49
2824,49
2829,49
2825,49
2828,49
2820,49
2821,49
2844,49
2846,49
2847,49
2843,49
2839,49
2841,49
2842,49
2861,49
2862,49
2863,49
2864,49
2872,49
2858,49
2859,49
2853,49
2854,49
2850,49
2852,49
2851,49
2869,49
2870,49
2871,49
2866,49
2865,49
2868,49
2890,49
2891,49
2892,49
2893,49
2885,49
2889,49
2884,49
2886,49
2894,49
2897,49
2896,49
2910,49
2898,49
2823,49
2911,49
2903,49
2901,49
2902,49
2909,49
2899,49
2900,49
2908,49
2906,49
2904,49
2905,49
2936,49
2935,49
2932,49
2933,49
2928,49
2887,49
2929,49
2934,49
2930,49
2940,49
2941,49
2931,49
2938,49
2937,49
2944,49
2939,49
2990,49
2992,49
2993,49
2942,49
2994,49
2995,49
2988,49
2989,49
2984,49
2986,49
2980,49
2981,49
2983,49
2985,49
2926,49
2927,49
2925,49
2977,49
2924,49
2920,49
2973,49
2974,49
2969,49
2970,49
2971,49
2976,49
2972,49
2966,49
2968,49
2918,49
2919,49
2915,49
2916,49
2913,49
2914,49
2953,49
2949,49
2951,49
2947,49
2955,49
2961,49
2962,49
3002,49
3006,49
3008,49
3003,49
3001,49
3005,49
3004,49
2996,49
2999,49
2957,49
2958,49
2998,49
3014,49
3015,49
3016,49
3030,49
3013,49
3027,49
3010,49
3028,49
3021,49
3022,49
3023,49
3019,49
3024,49
3018,49
3033,49
3031,49
3057,49
3035,49
3037,49
3039,49
3036,49
3056,49
3063,49
3054,49
3061,49
3051,49
3052,49
3058,49
3059,49
3038,49
3042,49
3076,49
3079,49
3080,49
3078,49
3082,49
3084,49
3083,49
3142,49
3064,49
3065,49
3095,49
3096,49
3098,49
3094,49
3093,49
3092,49
3111,49
3101,49
3091,49
3107,49
3117,49
3116,49
3106,49
3118,49
3119,49
3182,49
3127,49
3122,49
3085,49
3143,49
3086,49
3087,49
3144,49
3145,49
3088,49
3146,49
3179,49
3178,49
3180,49
3147,49
3177,49
3183,49
3191,49
3184,49
3185,49
3186,49
3187,49
3222,49
3221,49
3188,49
3192,49
3193,49
3197,49
3194,49
3219,49
3214,49
3408,49
3215,49
3213,49
3151,49
3150,49
3152,49
3153,49
3149,49
3148,49
3169,49
3168,49
3195,49
3176,49
3172,49
3171,49
3170,49
3175,49
3173,49
3198,49
3154,49
3161,49
3163,49
3155,49
3164,49
3162,49
3165,49
3167,49
3166,49
3203,49
3211,49
3207,49
3205,49
3208,49
3209,49
3210,49
3206,49
3212,49
3225,49
3075,49
3134,49
3232,49
3132,49
3135,49
3141,49
3230,49
3228,49
3229,49
3139,49
3233,49
3138,49
3237,49
3235,49
3238,49
3158,49
3156,49
3160,49
3262,49
3291,49
3200,49
3199,49
3201,49
3272,49
3308,49
3331,49
3333,49
3315,49
3319,49
3320,49
3322,49
3321,49
3341,49
3339,49
3340,49
3324,49
3323,49
3325,49
3430,49
3431,49
3382,49
3332,49
3383,49
3384,49
3385,49
3380,49
3387,49
3394,49
3326,49
3395,49
3412,49
3410,49
3413,49
3402,49
3409,49
3403,49
3401,49
3405,49
3404,49
3369,49
3424,49
3368,49
3426,49
3428,49
3349,49
3348,49
3344,49
3329,49
3345,49
3347,49
3350,49
3351,49
3366,49
3372,49
3371,49
3370,49
3367,49
