parcel_id,TAZID_900,max_dua,max_far,year,type1,type2,type3,type4,type5,type6,type7,type8,locnote,mponote,AreaName
34593,1604,19.4,1.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,5400 South Redwood
37130,1789,16.2,2.8,2037,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bingham Junction
37132,1789,16.2,2.8,2037,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bingham Junction
489066,1789,16.2,2.8,2037,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bingham Junction
37132,1789,16.2,2.8,2037,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bingham Junction
37132,1789,16.2,2.8,2037,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bingham Junction
489066,1789,16.2,2.8,2037,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bingham Junction
489066,1789,16.2,2.8,2037,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Bingham Junction
489130,1660,0.3,1,2023,1,0,1,1,1,0,0,0,WFRCCenters,WFRC,Fashion Place West
36433,1985,20.2,1.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,South Jordan Towne Center
57448,2104,0,1.5,2023,0,0,0,1,1,0,0,0,WFRCCenters,WFRC,Lone Peak Parkway Employment Center
37145,1909,20.2,3.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,The Cairns
37146,1909,20.2,3.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,The Cairns
37439,1909,20.2,3.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,The Cairns
31610,986,22.2,1.7,2023,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,North Temple Center
37158,1887,20.2,3.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,The Cairns
37159,2113,20.2,3.3,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Draper City Center
37159,2113,20.2,3.3,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Draper City Center
37159,2113,20.2,3.3,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Draper City Center
37159,2113,20.2,3.3,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Draper City Center
37163,984,22.2,1.7,2023,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,North Temple Center
37166,1079,25,11,2023,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
37166,1079,40,15,2025,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
37166,1079,55,25,2035,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
33298,1079,25,11,2023,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
33298,1079,40,15,2025,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
33298,1079,55,25,2035,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
37167,2032,16.2,2.5,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Herriman Town Center
37169,2112,20.2,3.3,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Draper City Center
37170,2112,20.2,3.3,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Draper City Center
214464,2112,20.2,3.3,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Draper City Center
214464,2112,20.2,3.3,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Draper City Center
488768,984,22.2,1.7,2023,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,North Temple Center
37115,1020,22.2,1.7,2023,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,North Temple Center
35648,1022,22.2,1.7,2023,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,North Temple Center
35648,1022,22.2,1.7,2023,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,North Temple Center
37226,1894,8.1,1.6,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Alta Canyon Park Center
31584,1020,22.2,1.7,2023,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,North Temple Center
33591,1244,8.1,1.6,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Salt Lake Foothill Center
37187,1495,20.2,3,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Meadowbrook Station
34298,1495,20.2,3,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Meadowbrook Station
37191,2039,16.2,2.5,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Herriman Town Center
37195,1929,20.2,3.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,The Cairns
37195,1929,20.2,3.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,The Cairns
26032,1834,16.2,2.3,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Cottonwood Heights Fort Union
31595,988,22.2,1.7,2023,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,North Temple Center
31595,988,22.2,1.7,2023,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,North Temple Center
37201,1097,8.1,1.6,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,900 East Station
78104,1536,20.2,3,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Meadowbrook Station
75277,1022,22.2,1.7,2023,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,North Temple Center
28854,1078,25,11,2023,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
28854,1078,40,15,2025,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
28854,1078,55,25,2035,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
37212,1879,8.1,1.8,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Sandy Village Center
37211,1879,8.1,1.8,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Sandy Village Center
37211,1879,8.1,1.8,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Sandy Village Center
37210,1879,8.1,1.8,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Sandy Village Center
31640,988,22.2,1.7,2023,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,North Temple Center
37214,1989,16.2,0.7,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,South Jordan Gateway
37219,1894,8.1,1.6,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Alta Canyon Park Center
37219,1894,8.1,1.6,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Alta Canyon Park Center
36586,1894,8.1,1.6,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Alta Canyon Park Center
37219,1894,8.1,1.6,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Alta Canyon Park Center
36586,1894,8.1,1.6,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Alta Canyon Park Center
37219,1894,8.1,1.6,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Alta Canyon Park Center
37219,1894,8.1,1.6,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Alta Canyon Park Center
37226,1894,8.1,1.6,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Alta Canyon Park Center
37225,1894,8.1,1.6,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Alta Canyon Park Center
37225,1894,8.1,1.6,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Alta Canyon Park Center
37225,1894,8.1,1.6,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Alta Canyon Park Center
264889,1894,8.1,1.6,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Alta Canyon Park Center
37228,1534,20.2,3,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Meadowbrook Station
40821,1534,20.2,3,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Meadowbrook Station
37163,984,22.2,1.7,2023,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,North Temple Center
468484,1020,22.2,1.7,2023,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,North Temple Center
36121,1067,25,11,2023,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
36121,1067,40,15,2025,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
36121,1067,55,25,2035,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
32554,1057,,0.4,2023,0,0,1,1,1,0,0,0,WFRCCenters,WFRC,Salt Lake City Northwest Quadrant
39126,1188,20.2,2.5,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Ballpark
37236,1400,20.2,1.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,West Valley Redwood Center
33202,1081,25,11,2023,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
33202,1081,40,15,2025,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
33202,1081,55,25,2035,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
86645,1275,20.2,5.1,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Sugarhouse
33998,1503,16.2,2.3,2037,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Canyon Rim Center
239258,1802,8.1,1.6,2037,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Midvale Center Station
37248,1802,8.1,1.6,2037,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Midvale Center Station
37275,1802,8.1,1.6,2037,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Midvale Center Station
37252,1669,0.3,1,2023,1,0,1,1,1,0,0,0,WFRCCenters,WFRC,Fashion Place West
37254,1669,0.3,1,2023,1,0,1,1,1,0,0,0,WFRCCenters,WFRC,Fashion Place West
37255,1669,0.3,1,2023,1,0,1,1,1,0,0,0,WFRCCenters,WFRC,Fashion Place West
35020,1669,0.3,1,2023,1,0,1,1,1,0,0,0,WFRCCenters,WFRC,Fashion Place West
37259,1787,0.3,1,2023,1,0,1,1,1,0,0,0,WFRCCenters,WFRC,Fashion Place West
37258,1787,0.3,1,2023,1,0,1,1,1,0,0,0,WFRCCenters,WFRC,Fashion Place West
37258,1787,0.3,1,2023,1,0,1,1,1,0,0,0,WFRCCenters,WFRC,Fashion Place West
37257,1787,0.3,1,2023,1,0,1,1,1,0,0,0,WFRCCenters,WFRC,Fashion Place West
48601,1802,8.1,1.6,2037,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Midvale Center Station
37281,2001,20.2,1.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,South Jordan Towne Center
37283,1928,20.2,3.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,The Cairns
37284,1928,20.2,3.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,The Cairns
37284,1928,20.2,3.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,The Cairns
31663,1928,20.2,3.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,The Cairns
489422,2118,0,1.5,2023,0,0,0,1,1,0,0,0,WFRCCenters,WFRC,Lone Peak Parkway Employment Center
32291,1022,22.2,1.7,2023,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,North Temple Center
37253,1669,0.3,1,2023,1,0,1,1,1,0,0,0,WFRCCenters,WFRC,Fashion Place West
37203,1022,22.2,1.7,2023,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,North Temple Center
37761,1341,20.2,2.5,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Highberry Center
37295,1341,20.2,2.5,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Highberry Center
37761,1341,20.2,2.5,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Highberry Center
40739,1558,,1,2023,0,0,1,0,0,0,0,0,WFRCCenters,WFRC,Kearns Warehouse District
48217,1575,16.2,1.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,4100 South Redwood
41260,1744,20.2,2.5,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,West Jordan City Center
31652,1812,8.1,1.6,2037,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Midvale Center Station
35591,1384,16.2,2.7,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Fairbourne Station
35591,1384,16.2,2.7,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Fairbourne Station
37291,1669,0.3,1,2023,1,0,1,1,1,0,0,0,WFRCCenters,WFRC,Fashion Place West
36199,1721,0,2.5,2023,0,0,0,1,1,0,0,0,WFRCCenters,WFRC,Jordan Landing
37328,1335,20.2,2.5,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Highberry Center
152767,2079,16.2,1.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Downtown Riverton
402702,1622,20.2,2.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Murray Downtown
42956,1056,,0.4,2023,0,0,1,1,1,0,0,0,WFRCCenters,WFRC,Salt Lake City Northwest Quadrant
37341,986,22.2,1.7,2023,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,North Temple Center
37342,1022,22.2,1.7,2023,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,North Temple Center
38513,1022,22.2,1.7,2023,0,1,1,1,1,0,0,0,WFRCCenters,WFRC,North Temple Center
37345,1101,16.2,1.6,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,University Gardens
37345,1101,16.2,1.6,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,University Gardens
34463,1576,16.2,1.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,4100 South Redwood
43902,1668,0.3,1,2023,1,0,1,1,1,0,0,0,WFRCCenters,WFRC,Fashion Place West
37349,1721,0,2.5,2023,0,0,0,1,1,0,0,0,WFRCCenters,WFRC,Jordan Landing
37353,1795,15,2.5,2037,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Union Park
51527,1189,20.2,2.5,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Ballpark
33038,1383,16.2,2.7,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Fairbourne Station
37359,1568,16.2,1.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Kearns Town Center
37361,1802,8.1,1.6,2037,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Midvale Center Station
37363,1178,8.1,1.6,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Glendale Center
37373,1568,16.2,1.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Kearns Town Center
40950,1568,16.2,1.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Kearns Town Center
38051,1594,16.2,1.9,2031,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Taylorsville West Point Center
37384,1568,16.2,1.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Kearns Town Center
38055,1568,16.2,1.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Kearns Town Center
37376,2039,16.2,2.5,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Herriman Town Center
41840,1215,,0.4,2023,0,0,1,1,1,0,0,0,WFRCCenters,WFRC,Salt Lake City Northwest Quadrant
44284,1055,,0.4,2023,0,0,1,1,1,0,0,0,WFRCCenters,WFRC,Salt Lake City Northwest Quadrant
36325,1342,20.2,2.5,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Highberry Center
56277,1059,,0.4,2023,0,0,1,1,1,0,0,0,WFRCCenters,WFRC,Salt Lake City Northwest Quadrant
49074,1495,20.2,3,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Meadowbrook Station
37384,1568,16.2,1.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Kearns Town Center
37364,1568,16.2,1.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Kearns Town Center
34515,1594,16.2,1.9,2031,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Taylorsville West Point Center
38202,1599,16.2,1.9,2031,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Taylorsville West Point Center
29772,1599,16.2,1.9,2031,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Taylorsville West Point Center
34612,1569,16.2,1.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Kearns Town Center
37389,1569,16.2,1.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Kearns Town Center
58733,1569,16.2,1.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Kearns Town Center
37391,1569,16.2,1.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Kearns Town Center
37393,1812,8.1,1.6,2037,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Midvale Center Station
37395,1721,0,2.5,2023,0,0,0,1,1,0,0,0,WFRCCenters,WFRC,Jordan Landing
37349,1721,0,2.5,2023,0,0,0,1,1,0,0,0,WFRCCenters,WFRC,Jordan Landing
37485,1700,,3.9,2037,0,0,0,1,1,0,0,0,WFRCCenters,WFRC,Millrock Employment Center
36955,1987,,1,2023,0,0,0,1,1,0,0,0,WFRCCenters,WFRC,River Park
44323,1985,20.2,1.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,South Jordan Towne Center
28438,1231,20.2,2.5,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Ballpark
38198,1288,20.2,5.1,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Sugarhouse
57552,1288,20.2,5.1,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Sugarhouse
37411,1036,25,11,2023,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
37411,1036,40,15,2025,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
37411,1036,55,25,2035,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
37411,1036,25,11,2023,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
37411,1036,40,15,2025,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
37411,1036,55,25,2035,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
37411,1036,25,11,2023,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
37411,1036,40,15,2025,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
37411,1036,55,25,2035,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
37415,1036,25,11,2023,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
37415,1036,40,15,2025,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
37415,1036,55,25,2035,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
37417,1036,25,11,2023,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
37417,1036,40,15,2025,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
37417,1036,55,25,2035,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
37418,1036,25,11,2023,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
37418,1036,40,15,2025,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
37418,1036,55,25,2035,0,1,0,1,1,0,0,0,CBDStaging,WFRC,Salt Lake City CBD
37420,1700,,3.9,2037,0,0,0,1,1,0,0,0,WFRCCenters,WFRC,Millrock Employment Center
50115,1872,20.2,3.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,The Cairns
33039,1384,16.2,2.7,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Fairbourne Station
33039,1384,16.2,2.7,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Fairbourne Station
37100,1384,16.2,2.7,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Fairbourne Station
33039,1384,16.2,2.7,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Fairbourne Station
37612,1660,0.3,1,2023,1,0,1,1,1,0,0,0,WFRCCenters,WFRC,Fashion Place West
37425,1660,0.3,1,2023,1,0,1,1,1,0,0,0,WFRCCenters,WFRC,Fashion Place West
292280,1332,,0.4,2023,0,0,1,1,1,0,0,0,WFRCCenters,WFRC,Salt Lake City Northwest Quadrant
37430,1426,8.1,1.6,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Oquirrh View Center
37432,1635,20.2,2.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Murray Downtown
37928,1635,20.2,2.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Murray Downtown
37437,1097,8.1,1.6,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,900 East Station
37509,1599,16.2,1.9,2031,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Taylorsville West Point Center
489051,1599,16.2,1.9,2031,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,Taylorsville West Point Center
37438,1909,20.2,3.9,2023,0,1,0,1,1,0,0,0,WFRCCenters,WFRC,The Cairns
