;TAZID,;CO_TAZID,CO_NAME,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
1,30001,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30002,BOX ELDER,27,58,2.1481481481481484,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,2
3,30003,BOX ELDER,44,97,2.2045454545454546,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,2
4,30004,BOX ELDER,2,4,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,30005,BOX ELDER,114,283,2.482456140350877,2,0,0,2,20,0,0,0,0,0,0,2,0,0,0,12,6
6,30006,BOX ELDER,6,13,2.1666666666666665,7,0,7,0,8,0,0,0,7,0,0,0,0,0,0,1,0
7,30007,BOX ELDER,71,157,2.211267605633803,33,2,24,7,252,2,0,0,24,0,0,0,7,206,0,7,6
8,30008,BOX ELDER,88,221,2.5113636363636362,70,21,0,49,83,21,0,0,0,47,0,0,2,0,0,7,6
9,30009,BOX ELDER,27,59,2.185185185185185,82,0,82,0,87,0,0,0,82,0,0,0,0,0,0,3,2
10,30010,BOX ELDER,39,87,2.230769230769231,84,0,84,0,90,0,0,0,84,0,0,0,0,0,0,4,2
11,30011,BOX ELDER,14,34,2.4285714285714284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,30012,BOX ELDER,32,74,2.3125,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,2
13,30013,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,30014,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30015,BOX ELDER,2,4,2.0,270,0,259,11,321,0,0,127,132,0,0,0,11,47,0,4,0
16,30016,BOX ELDER,2,4,2.0,102,0,75,27,113,0,0,8,67,0,0,0,27,0,0,11,0
17,30017,BOX ELDER,6,15,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18,30018,BOX ELDER,0,0,0.0,738,0,738,0,750,0,0,542,196,0,0,0,0,0,0,12,0
19,30019,BOX ELDER,434,1082,2.493087557603687,29,19,9,1,71,19,0,0,9,1,0,0,0,0,0,22,20
20,30020,BOX ELDER,293,558,1.9044368600682593,149,16,79,54,190,16,0,77,2,0,0,0,54,0,0,22,19
21,30021,BOX ELDER,0,0,0.0,482,0,482,0,490,0,0,447,35,0,0,0,0,0,0,8,0
22,30022,BOX ELDER,5,9,1.8,11,0,11,0,11,0,0,11,0,0,0,0,0,0,0,0,0
