;TAZID,;CO_TAZID,CO_NAME,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
1,30001,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30002,BOX ELDER,22,51,2.3181818181818183,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1
3,30003,BOX ELDER,37,86,2.324324324324324,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1
4,30004,BOX ELDER,1,4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,30005,BOX ELDER,95,252,2.6526315789473682,2,0,0,2,17,0,0,0,0,0,0,2,0,0,0,10,5
6,30006,BOX ELDER,5,12,2.4,7,0,7,0,8,0,0,0,7,0,0,0,0,0,0,1,0
7,30007,BOX ELDER,60,140,2.3333333333333335,34,2,25,7,256,2,0,0,25,0,0,0,7,211,0,6,5
8,30008,BOX ELDER,74,197,2.6621621621621623,68,21,0,47,79,21,0,0,0,45,0,0,2,0,0,6,5
9,30009,BOX ELDER,22,53,2.409090909090909,86,0,86,0,89,0,0,0,86,0,0,0,0,0,0,2,1
10,30010,BOX ELDER,33,78,2.3636363636363638,89,0,89,0,93,0,0,0,89,0,0,0,0,0,0,3,1
11,30011,BOX ELDER,12,30,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,30012,BOX ELDER,26,66,2.5384615384615383,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1
13,30013,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,30014,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30015,BOX ELDER,1,4,4.0,271,0,261,10,323,0,0,121,140,0,0,0,10,49,0,3,0
16,30016,BOX ELDER,1,4,4.0,105,0,79,26,114,0,0,8,71,0,0,0,26,0,0,9,0
17,30017,BOX ELDER,5,13,2.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18,30018,BOX ELDER,0,0,0.0,726,0,726,0,736,0,0,519,207,0,0,0,0,0,0,10,0
19,30019,BOX ELDER,364,965,2.651098901098901,29,18,10,1,66,18,0,0,10,1,0,0,0,0,0,20,17
20,30020,BOX ELDER,246,497,2.0203252032520327,143,15,76,52,179,15,0,74,2,0,0,0,52,0,0,20,16
21,30021,BOX ELDER,0,0,0.0,465,0,465,0,472,0,0,428,37,0,0,0,0,0,0,7,0
22,30022,BOX ELDER,4,8,2.0,10,0,10,0,10,0,0,10,0,0,0,0,0,0,0,0,0
23,30023,BOX ELDER,5,13,2.6,51,0,51,0,52,0,0,25,26,0,0,0,0,0,0,1,0
24,30024,BOX ELDER,214,569,2.6588785046728973,2,0,0,2,22,0,0,0,0,0,0,1,1,0,0,11,9
25,30025,BOX ELDER,424,1095,2.582547169811321,165,7,2,156,235,7,0,0,2,1,129,21,5,0,0,38,32
26,30026,BOX ELDER,266,542,2.037593984962406,226,24,33,169,271,23,1,15,18,0,58,88,23,0,0,26,19
27,30027,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,30028,BOX ELDER,1,4,4.0,86,0,86,0,92,0,0,86,0,0,0,0,0,0,0,6,0
29,30029,BOX ELDER,344,868,2.5232558139534884,2,0,2,0,36,0,0,0,2,0,0,0,0,0,0,18,16
30,30030,BOX ELDER,406,667,1.6428571428571428,118,16,7,95,192,16,0,0,7,51,0,34,10,0,0,40,34
31,30031,BOX ELDER,323,601,1.8606811145510835,258,79,87,92,308,6,73,87,0,49,0,0,43,0,0,28,22
32,30032,BOX ELDER,119,208,1.7478991596638656,2,0,2,0,27,0,0,0,2,0,0,0,0,0,0,13,12
33,30033,BOX ELDER,200,310,1.55,14,0,13,1,46,0,0,0,13,1,0,0,0,0,0,17,15
34,30034,BOX ELDER,261,530,2.0306513409961684,24,2,16,6,65,2,0,16,0,6,0,0,0,0,0,22,19
35,30035,BOX ELDER,390,742,1.9025641025641025,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,32,28
36,30036,BOX ELDER,127,255,2.0078740157480315,8,0,8,0,27,0,0,2,6,0,0,0,0,0,0,10,9
37,30037,BOX ELDER,0,0,0.0,130,0,117,13,130,0,0,0,117,0,0,0,13,0,0,0,0
38,30038,BOX ELDER,0,0,0.0,1381,0,1472,-91,1681,0,0,1472,0,-120,26,3,0,0,0,300,0
39,30039,BOX ELDER,97,246,2.536082474226804,169,21,0,148,184,21,0,0,0,0,0,3,145,0,0,10,5
40,30040,BOX ELDER,410,674,1.6439024390243901,336,48,20,268,420,46,2,0,20,73,100,31,64,0,0,48,36
41,30041,BOX ELDER,175,325,1.8571428571428572,422,259,0,163,454,259,0,0,0,14,0,27,122,0,0,20,12
42,30042,BOX ELDER,106,196,1.849056603773585,90,0,0,90,106,0,0,0,0,4,0,0,86,0,0,9,7
43,30043,BOX ELDER,249,447,1.7951807228915662,98,0,2,96,141,0,0,0,2,0,49,47,0,0,0,24,19
44,30044,BOX ELDER,130,304,2.3384615384615386,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,15,12
45,30045,BOX ELDER,145,351,2.420689655172414,48,0,0,48,60,0,0,0,0,45,0,3,0,0,0,7,5
46,30046,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,30047,BOX ELDER,4,8,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,30048,BOX ELDER,13,35,2.6923076923076925,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
49,30049,BOX ELDER,0,0,0.0,127,120,0,7,132,91,29,0,0,0,3,0,4,0,0,5,0
50,30050,BOX ELDER,5,13,2.6,314,1,53,260,876,1,0,14,39,41,159,55,5,0,0,562,0
51,30051,BOX ELDER,9,18,2.0,94,0,49,45,109,0,0,12,37,31,0,14,0,0,0,15,0
52,30052,BOX ELDER,82,147,1.7926829268292683,2047,0,241,1806,2094,0,0,241,0,0,0,27,1779,0,0,42,5
53,30053,BOX ELDER,358,619,1.729050279329609,1570,389,68,1113,1645,349,40,7,61,79,419,72,543,0,0,52,23
54,30054,BOX ELDER,196,477,2.433673469387755,751,59,21,671,800,15,44,20,1,114,271,86,200,0,0,32,17
55,30055,BOX ELDER,201,457,2.27363184079602,268,0,1,267,308,0,0,1,0,4,246,0,17,0,0,24,16
56,30056,BOX ELDER,62,149,2.403225806451613,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,4
57,30057,BOX ELDER,83,201,2.4216867469879517,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,9,7
58,30058,BOX ELDER,0,0,0.0,92,0,92,0,116,0,0,92,0,0,0,0,0,0,0,24,0
59,30059,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,30060,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,30061,BOX ELDER,415,1146,2.76144578313253,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,25,22
62,30062,BOX ELDER,264,703,2.662878787878788,17,2,0,15,60,2,0,0,0,0,0,0,15,0,0,24,19
63,30063,BOX ELDER,32,68,2.125,252,0,0,252,259,0,0,0,0,0,252,0,0,0,0,6,1
64,30064,BOX ELDER,327,903,2.761467889908257,157,76,0,81,207,0,76,0,0,0,0,56,25,0,0,28,22
65,30065,BOX ELDER,380,777,2.044736842105263,88,52,0,36,150,52,0,0,0,0,7,1,28,0,0,34,28
66,30066,BOX ELDER,222,381,1.7162162162162162,140,86,0,54,179,64,22,0,0,0,0,9,45,0,0,22,17
67,30067,BOX ELDER,156,344,2.2051282051282053,153,103,0,50,189,103,0,0,0,4,0,1,45,0,0,20,16
68,30068,BOX ELDER,275,681,2.4763636363636365,49,0,1,48,90,0,0,0,1,0,0,27,21,0,0,22,19
69,30069,BOX ELDER,46,116,2.5217391304347827,25,0,0,25,29,0,0,0,0,0,0,0,25,0,0,3,1
70,30070,BOX ELDER,167,287,1.718562874251497,28,0,0,28,48,0,0,0,0,10,0,1,17,0,0,11,9
71,30071,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,30072,BOX ELDER,118,282,2.389830508474576,101,2,4,95,121,2,0,0,4,0,0,6,89,0,0,11,9
73,30073,BOX ELDER,5,14,2.8,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0
74,30074,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,30075,BOX ELDER,213,588,2.76056338028169,197,20,0,177,229,6,14,0,0,0,52,108,17,0,0,20,12
76,30076,BOX ELDER,140,386,2.757142857142857,9,0,0,9,25,0,0,0,0,0,0,7,2,0,0,9,7
