;TAZID,;CO_TAZID,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,CO_NAME
1,30001,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
2,30002,14,39,2.7857142857142856,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,BOX ELDER
3,30003,22,65,2.9545454545454546,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,BOX ELDER
4,30004,1,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
5,30005,58,192,3.310344827586207,2,0,0,2,11,0,0,0,0,0,0,2,0,0,0,6,3,BOX ELDER
6,30006,3,9,3.0,7,0,7,0,8,0,0,0,7,0,0,0,0,0,0,1,0,BOX ELDER
7,30007,36,106,2.9444444444444446,32,2,24,6,252,2,0,0,24,0,0,0,6,213,0,4,3,BOX ELDER
8,30008,45,150,3.333333333333333,53,16,0,37,60,16,0,0,0,35,0,0,2,0,0,4,3,BOX ELDER
9,30009,14,40,2.857142857142857,79,0,79,0,81,0,0,0,79,0,0,0,0,0,0,1,1,BOX ELDER
10,30010,20,59,2.95,82,0,82,0,85,0,0,0,82,0,0,0,0,0,0,2,1,BOX ELDER
11,30011,7,23,3.2857142857142856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
12,30012,16,50,3.125,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,BOX ELDER
13,30013,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
14,30014,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
15,30015,1,3,3.0,237,0,228,9,288,0,0,100,128,0,0,0,9,49,0,2,0,BOX ELDER
16,30016,1,3,3.0,91,0,71,20,97,0,0,6,65,0,0,0,20,0,0,6,0,BOX ELDER
17,30017,3,10,3.333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
18,30018,0,0,0.0,619,0,619,0,625,0,0,429,190,0,0,0,0,0,0,6,0,BOX ELDER
19,30019,222,733,3.3018018018018016,24,14,9,1,46,14,0,0,9,1,0,0,0,0,0,12,10,BOX ELDER
20,30020,150,378,2.52,119,12,64,43,140,12,0,62,2,0,0,0,43,0,0,12,9,BOX ELDER
21,30021,0,0,0.0,388,0,388,0,392,0,0,354,34,0,0,0,0,0,0,4,0,BOX ELDER
22,30022,2,6,3.0,8,0,8,0,8,0,0,8,0,0,0,0,0,0,0,0,0,BOX ELDER
