;TAZID,;CO_TAZID,CO_NAME,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
59,30059,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,30060,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,30061,BOX ELDER,427,1169,2.737704918032787,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,26,22
62,30062,BOX ELDER,272,717,2.636029411764706,17,2,0,15,61,2,0,0,0,0,0,0,15,0,0,25,19
63,30063,BOX ELDER,33,69,2.090909090909091,255,0,0,255,262,0,0,0,0,0,255,0,0,0,0,6,1
64,30064,BOX ELDER,336,920,2.738095238095238,158,76,0,82,209,0,76,0,0,0,0,56,26,0,0,29,22
65,30065,BOX ELDER,390,792,2.0307692307692307,88,52,0,36,153,52,0,0,0,0,7,1,28,0,0,36,29
66,30066,BOX ELDER,229,389,1.6986899563318778,141,87,0,54,182,65,22,0,0,0,0,9,45,0,0,23,18
67,30067,BOX ELDER,161,351,2.1801242236024843,154,104,0,50,191,104,0,0,0,4,0,1,45,0,0,20,17
68,30068,BOX ELDER,283,695,2.4558303886925796,50,0,1,49,92,0,0,0,1,0,0,28,21,0,0,23,19
69,30069,BOX ELDER,48,118,2.4583333333333335,26,0,0,26,31,0,0,0,0,0,0,0,26,0,0,4,1
70,30070,BOX ELDER,171,292,1.7076023391812865,29,0,0,29,51,0,0,0,0,10,0,1,18,0,0,12,10
71,30071,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,30072,BOX ELDER,121,288,2.3801652892561984,102,2,4,96,124,2,0,0,4,0,0,6,90,0,0,12,10
73,30073,BOX ELDER,5,15,3.0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0
74,30074,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,30075,BOX ELDER,219,600,2.73972602739726,200,20,0,180,232,6,14,0,0,0,53,109,18,0,0,20,12
76,30076,BOX ELDER,144,394,2.736111111111111,9,0,0,9,26,0,0,0,0,0,0,7,2,0,0,10,7
77,30077,BOX ELDER,95,262,2.7578947368421054,916,0,42,874,961,0,0,42,0,1,199,663,11,0,0,31,14
78,30078,BOX ELDER,637,1283,2.014128728414443,211,118,2,91,317,82,36,0,2,1,0,11,79,0,0,59,47
79,30079,BOX ELDER,68,144,2.1176470588235294,410,183,0,227,431,75,108,0,0,18,73,110,26,0,0,14,7
80,30080,BOX ELDER,234,478,2.0427350427350426,320,120,0,200,360,36,84,0,0,28,151,0,21,0,0,23,17
81,30081,BOX ELDER,40,66,1.65,195,0,0,195,215,0,0,0,0,0,73,0,122,0,0,13,7
82,30082,BOX ELDER,562,959,1.706405693950178,460,133,12,315,558,64,69,5,7,59,19,81,156,0,0,57,41
83,30083,BOX ELDER,0,0,0.0,220,206,0,14,224,95,111,0,0,0,0,0,14,0,0,4,0
84,30084,BOX ELDER,0,0,0.0,279,152,3,124,283,109,43,0,3,7,84,15,18,0,0,4,0
85,30085,BOX ELDER,69,182,2.63768115942029,166,4,20,142,177,4,0,0,20,6,0,85,51,0,0,7,4
86,30086,BOX ELDER,1,4,4.0,79,79,0,0,79,53,26,0,0,0,0,0,0,0,0,0,0
87,30087,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,30088,BOX ELDER,5,13,2.6,0,0,0,0,28,0,0,0,0,0,0,0,0,28,0,0,0
89,30089,BOX ELDER,113,292,2.584070796460177,337,282,10,45,352,4,278,0,10,0,0,0,45,0,0,11,4
90,30090,BOX ELDER,88,232,2.6363636363636362,1037,729,22,286,1063,638,91,22,0,209,66,0,11,0,0,20,6
91,30091,BOX ELDER,339,883,2.6047197640117994,185,0,3,182,234,0,0,0,3,152,0,2,28,0,0,27,22
92,30092,BOX ELDER,352,921,2.616477272727273,86,0,11,75,128,0,0,9,2,15,0,23,37,0,0,23,19
93,30093,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,30094,BOX ELDER,35,97,2.7714285714285714,10,0,9,1,15,0,0,0,9,1,0,0,0,0,0,4,1
95,30095,BOX ELDER,415,1145,2.7590361445783134,146,52,3,91,203,0,52,0,3,6,14,32,39,0,0,32,25
96,30096,BOX ELDER,412,1074,2.6067961165048543,57,38,0,19,123,20,18,0,0,0,0,11,8,0,0,36,30
97,30097,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,30098,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,30099,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,30100,BOX ELDER,34,78,2.2941176470588234,2,0,0,2,5,0,0,0,0,0,0,2,0,0,0,2,1
101,30101,BOX ELDER,754,1738,2.3050397877984086,134,16,10,108,249,2,14,0,10,6,22,29,51,0,15,54,46
102,30102,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,30103,BOX ELDER,374,863,2.307486631016043,13,0,9,4,57,0,0,0,9,0,0,2,2,0,0,25,19
104,30104,BOX ELDER,113,258,2.2831858407079646,153,0,2,151,171,0,0,2,0,0,151,0,0,0,0,11,7
105,30105,BOX ELDER,46,101,2.1956521739130435,11,6,0,5,19,0,6,0,0,0,0,0,5,0,0,4,4
106,30106,BOX ELDER,12,28,2.3333333333333335,13,13,0,0,545,13,0,0,0,0,0,0,0,529,0,2,1
107,30107,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,30108,BOX ELDER,310,825,2.661290322580645,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
109,30109,BOX ELDER,0,0,0.0,17,0,0,17,17,0,0,0,0,0,17,0,0,0,0,0,0
110,30110,BOX ELDER,4,7,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,30111,BOX ELDER,0,0,0.0,117,0,57,60,117,0,0,57,0,60,0,0,0,0,0,0,0
112,30112,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,30113,BOX ELDER,42,93,2.2142857142857144,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,1
114,30114,BOX ELDER,56,124,2.2142857142857144,2,0,2,0,10,0,0,0,2,0,0,0,0,0,0,4,4
115,30115,BOX ELDER,0,0,0.0,190,73,57,60,191,73,0,57,0,60,0,0,0,0,0,1,0
116,30116,BOX ELDER,0,0,0.0,49,0,49,0,49,0,0,49,0,0,0,0,0,0,0,0,0
117,30117,BOX ELDER,34,74,2.176470588235294,29,29,0,0,62,28,1,0,0,0,0,0,0,0,0,32,1
118,30118,BOX ELDER,7,16,2.2857142857142856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,30119,BOX ELDER,131,409,3.122137404580153,46,0,0,46,47,0,0,0,0,0,46,0,0,0,0,1,0
120,30120,BOX ELDER,40,84,2.1,4,2,0,2,31,2,0,0,0,0,0,0,2,0,0,26,1
121,30121,BOX ELDER,80,174,2.175,4,0,2,2,25,0,0,0,2,0,0,0,2,0,12,5,4
122,30122,BOX ELDER,25,56,2.24,2,0,2,0,5,0,0,2,0,0,0,0,0,0,0,2,1
123,30123,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,30124,BOX ELDER,252,674,2.6746031746031744,2,0,0,2,19,0,0,0,0,0,0,0,2,0,0,10,7
125,30125,BOX ELDER,108,233,2.1574074074074074,90,0,0,90,107,0,0,0,0,18,72,0,0,0,0,10,7
126,30126,BOX ELDER,312,704,2.2564102564102564,11,0,10,1,51,0,0,8,2,0,0,1,0,0,0,21,19
127,30127,BOX ELDER,166,487,2.933734939759036,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,12,11
128,30128,BOX ELDER,143,311,2.174825174825175,12,0,10,2,25,0,0,0,10,0,0,0,2,0,0,7,6
129,30129,BOX ELDER,117,256,2.1880341880341883,2,0,0,2,4,0,0,0,0,2,0,0,0,0,0,1,1
130,30130,BOX ELDER,80,182,2.275,1,0,1,0,16,0,0,1,0,0,0,0,0,0,0,8,7
131,30131,BOX ELDER,195,439,2.2512820512820513,3,0,2,1,17,0,0,2,0,0,0,0,1,0,0,7,7
132,30132,BOX ELDER,57,129,2.263157894736842,6,1,5,0,158,1,0,5,0,0,0,0,0,144,0,4,4
133,30133,BOX ELDER,430,1063,2.472093023255814,9,0,0,9,46,0,0,0,0,4,0,0,5,0,0,20,17
134,30134,BOX ELDER,4,7,1.75,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,1,0
135,30135,BOX ELDER,11,23,2.090909090909091,6,0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0
136,30136,BOX ELDER,396,1009,2.547979797979798,51,12,10,29,88,12,0,0,10,13,0,0,16,0,0,20,17
137,30137,BOX ELDER,7,15,2.142857142857143,52,0,52,0,53,0,0,0,52,0,0,0,0,0,0,1,0
138,30138,BOX ELDER,393,981,2.49618320610687,80,0,15,65,126,0,0,15,0,41,0,3,21,0,0,29,17
139,30139,BOX ELDER,201,570,2.8358208955223883,17,0,0,17,76,0,0,0,0,0,17,0,0,0,50,5,4
140,30140,BOX ELDER,5,11,2.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
141,30141,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,30142,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,30143,BOX ELDER,98,213,2.173469387755102,130,50,80,0,209,50,0,17,63,0,0,0,0,0,0,72,7
144,30144,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,30145,BOX ELDER,25,50,2.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1
146,30146,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,30147,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,30148,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,30149,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,30150,BOX ELDER,781,2312,2.9603072983354672,193,67,4,122,275,36,31,1,3,13,62,13,34,0,0,45,37
151,30151,BOX ELDER,57,169,2.9649122807017543,29,0,29,0,34,0,0,29,0,0,0,0,0,0,0,4,1
152,30152,BOX ELDER,5,12,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,30153,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
