;TAZID,;CO_TAZID,CO_NAME,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
1,30001,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30002,BOX ELDER,26,56,2.1538461538461537,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,2
3,30003,BOX ELDER,42,94,2.238095238095238,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,2
4,30004,BOX ELDER,1,4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,30005,BOX ELDER,109,276,2.532110091743119,2,0,0,2,20,0,0,0,0,0,0,2,0,0,0,12,6
6,30006,BOX ELDER,6,13,2.1666666666666665,7,0,7,0,8,0,0,0,7,0,0,0,0,0,0,1,0
7,30007,BOX ELDER,68,153,2.25,33,2,24,7,252,2,0,0,24,0,0,0,7,207,0,6,6
8,30008,BOX ELDER,85,216,2.541176470588235,70,21,0,49,82,21,0,0,0,47,0,0,2,0,0,6,6
9,30009,BOX ELDER,26,58,2.230769230769231,83,0,83,0,87,0,0,0,83,0,0,0,0,0,0,3,1
10,30010,BOX ELDER,38,85,2.236842105263158,85,0,85,0,90,0,0,0,85,0,0,0,0,0,0,4,1
11,30011,BOX ELDER,14,33,2.357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,30012,BOX ELDER,30,72,2.4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,1
13,30013,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,30014,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30015,BOX ELDER,1,4,4.0,271,0,260,11,323,0,0,126,134,0,0,0,11,48,0,4,0
16,30016,BOX ELDER,1,4,4.0,102,0,76,26,112,0,0,8,68,0,0,0,26,0,0,10,0
17,30017,BOX ELDER,6,14,2.3333333333333335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18,30018,BOX ELDER,0,0,0.0,734,0,734,0,746,0,0,536,198,0,0,0,0,0,0,12,0
19,30019,BOX ELDER,417,1057,2.5347721822541964,30,19,10,1,72,19,0,0,10,1,0,0,0,0,0,22,20
20,30020,BOX ELDER,282,545,1.9326241134751774,147,15,78,54,187,15,0,76,2,0,0,0,54,0,0,22,18
21,30021,BOX ELDER,0,0,0.0,478,0,478,0,486,0,0,442,36,0,0,0,0,0,0,8,0
22,30022,BOX ELDER,5,9,1.8,11,0,11,0,11,0,0,11,0,0,0,0,0,0,0,0,0
23,30023,BOX ELDER,6,14,2.3333333333333335,51,0,51,0,52,0,0,26,25,0,0,0,0,0,0,1,0
24,30024,BOX ELDER,246,623,2.532520325203252,2,0,0,2,26,0,0,0,0,0,0,1,1,0,0,13,11
25,30025,BOX ELDER,487,1199,2.462012320328542,171,7,2,162,250,7,0,0,2,1,135,21,5,0,0,43,36
26,30026,BOX ELDER,305,593,1.9442622950819672,231,25,32,174,282,24,1,15,17,0,60,90,24,0,0,30,21
27,30027,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,30028,BOX ELDER,1,4,4.0,89,0,89,0,95,0,0,89,0,0,0,0,0,0,0,6,0
29,30029,BOX ELDER,395,951,2.4075949367088607,2,0,2,0,41,0,0,0,2,0,0,0,0,0,0,21,18
30,30030,BOX ELDER,466,731,1.5686695278969958,123,17,7,99,206,17,0,0,7,53,0,35,11,0,0,45,38
31,30031,BOX ELDER,370,659,1.781081081081081,261,76,90,95,316,6,70,90,0,51,0,0,44,0,0,31,24
32,30032,BOX ELDER,137,228,1.6642335766423357,2,0,2,0,30,0,0,0,2,0,0,0,0,0,0,14,14
33,30033,BOX ELDER,229,339,1.480349344978166,14,0,13,1,50,0,0,0,13,1,0,0,0,0,0,19,17
34,30034,BOX ELDER,299,580,1.939799331103679,25,2,17,6,71,2,0,17,0,6,0,0,0,0,0,25,21
35,30035,BOX ELDER,448,813,1.8147321428571428,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,36,32
36,30036,BOX ELDER,146,279,1.9109589041095891,8,0,8,0,31,0,0,2,6,0,0,0,0,0,0,12,11
37,30037,BOX ELDER,0,0,0.0,125,0,112,13,125,0,0,0,112,0,0,0,13,0,0,0,0
38,30038,BOX ELDER,0,0,0.0,1426,0,1519,-93,1765,0,0,1519,0,-124,27,4,0,0,0,339,0
39,30039,BOX ELDER,111,270,2.4324324324324325,174,21,0,153,192,21,0,0,0,0,0,4,149,0,0,12,6
40,30040,BOX ELDER,471,738,1.5668789808917198,344,49,19,276,439,47,2,0,19,75,104,31,66,0,0,54,41
41,30041,BOX ELDER,200,356,1.78,434,266,0,168,470,266,0,0,0,15,0,28,125,0,0,22,14
42,30042,BOX ELDER,121,215,1.7768595041322315,92,0,0,92,110,0,0,0,0,4,0,0,88,0,0,10,8
43,30043,BOX ELDER,285,490,1.719298245614035,101,0,2,99,149,0,0,0,2,0,51,48,0,0,0,27,21
44,30044,BOX ELDER,149,333,2.2348993288590604,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,17,14
45,30045,BOX ELDER,167,385,2.305389221556886,51,0,0,51,65,0,0,0,0,47,0,4,0,0,0,8,6
46,30046,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,30047,BOX ELDER,5,9,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,30048,BOX ELDER,15,38,2.533333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
49,30049,BOX ELDER,0,0,0.0,130,122,0,8,135,93,29,0,0,0,4,0,4,0,0,5,0
50,30050,BOX ELDER,6,14,2.3333333333333335,322,1,51,270,957,1,0,14,37,42,167,56,5,0,0,635,0
51,30051,BOX ELDER,11,20,1.8181818181818181,95,0,49,46,112,0,0,13,36,32,0,14,0,0,0,17,0
52,30052,BOX ELDER,94,161,1.7127659574468086,2110,0,249,1861,2164,0,0,249,0,0,0,28,1833,0,0,48,6
53,30053,BOX ELDER,411,678,1.6496350364963503,1615,397,65,1153,1699,358,39,7,58,82,439,73,559,0,0,58,26
54,30054,BOX ELDER,225,522,2.32,777,58,22,697,833,15,43,21,1,118,284,89,206,0,0,36,20
55,30055,BOX ELDER,231,500,2.1645021645021645,281,0,1,280,326,0,0,1,0,4,258,0,18,0,0,27,18
56,30056,BOX ELDER,71,164,2.3098591549295775,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,5
57,30057,BOX ELDER,96,220,2.2916666666666665,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,10,8
