;TAZID,;CO_TAZID,CO_NAME,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
1,30001,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30002,BOX ELDER,21,49,2.3333333333333335,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1
3,30003,BOX ELDER,35,83,2.3714285714285714,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1
4,30004,BOX ELDER,1,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,30005,BOX ELDER,89,242,2.7191011235955056,2,0,0,2,17,0,0,0,0,0,0,2,0,0,0,10,5
6,30006,BOX ELDER,5,11,2.2,7,0,7,0,8,0,0,0,7,0,0,0,0,0,0,1,0
7,30007,BOX ELDER,56,134,2.392857142857143,35,2,26,7,257,2,0,0,26,0,0,0,7,212,0,5,5
8,30008,BOX ELDER,70,189,2.7,65,20,0,45,75,20,0,0,0,43,0,0,2,0,0,5,5
9,30009,BOX ELDER,21,50,2.380952380952381,88,0,88,0,91,0,0,0,88,0,0,0,0,0,0,2,1
10,30010,BOX ELDER,31,74,2.3870967741935485,91,0,91,0,95,0,0,0,91,0,0,0,0,0,0,3,1
11,30011,BOX ELDER,11,29,2.6363636363636362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,30012,BOX ELDER,25,63,2.52,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1
13,30013,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,30014,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30015,BOX ELDER,1,3,3.0,270,0,260,10,322,0,0,118,142,0,0,0,10,49,0,3,0
16,30016,BOX ELDER,1,3,3.0,105,0,80,25,113,0,0,8,72,0,0,0,25,0,0,8,0
17,30017,BOX ELDER,5,13,2.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18,30018,BOX ELDER,0,0,0.0,716,0,716,0,726,0,0,505,211,0,0,0,0,0,0,10,0
19,30019,BOX ELDER,342,924,2.7017543859649122,29,18,10,1,63,18,0,0,10,1,0,0,0,0,0,18,16
20,30020,BOX ELDER,231,476,2.0606060606060606,140,15,74,51,173,15,0,72,2,0,0,0,51,0,0,18,15
21,30021,BOX ELDER,0,0,0.0,454,0,454,0,460,0,0,416,38,0,0,0,0,0,0,6,0
22,30022,BOX ELDER,4,8,2.0,10,0,10,0,10,0,0,10,0,0,0,0,0,0,0,0,0
23,30023,BOX ELDER,5,13,2.6,51,0,51,0,52,0,0,24,27,0,0,0,0,0,0,1,0
24,30024,BOX ELDER,201,545,2.711442786069652,2,0,0,2,22,0,0,0,0,0,0,1,1,0,0,11,9
25,30025,BOX ELDER,399,1049,2.6290726817042605,161,7,2,152,226,7,0,0,2,1,126,20,5,0,0,35,30
26,30026,BOX ELDER,250,519,2.076,220,23,32,165,262,22,1,14,18,0,56,86,23,0,0,24,18
27,30027,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,30028,BOX ELDER,1,3,3.0,84,0,84,0,89,0,0,84,0,0,0,0,0,0,0,5,0
29,30029,BOX ELDER,323,832,2.5758513931888545,2,0,2,0,34,0,0,0,2,0,0,0,0,0,0,17,15
30,30030,BOX ELDER,381,639,1.6771653543307086,116,16,7,93,184,16,0,0,7,49,0,34,10,0,0,37,31
31,30031,BOX ELDER,303,576,1.900990099009901,252,78,85,89,297,6,72,85,0,47,0,0,42,0,0,25,20
32,30032,BOX ELDER,112,199,1.7767857142857142,2,0,2,0,25,0,0,0,2,0,0,0,0,0,0,12,11
33,30033,BOX ELDER,188,297,1.5797872340425532,15,0,14,1,45,0,0,0,14,1,0,0,0,0,0,16,14
34,30034,BOX ELDER,245,507,2.0693877551020408,24,2,16,6,62,2,0,16,0,6,0,0,0,0,0,20,18
35,30035,BOX ELDER,366,711,1.9426229508196722,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,30,26
36,30036,BOX ELDER,119,244,2.0504201680672267,8,0,8,0,27,0,0,2,6,0,0,0,0,0,0,10,9
