;TAZID,;CO_TAZID,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,CO_NAME
37,30037,0,0,0.0,141,0,130,11,141,0,0,0,130,0,0,0,11,0,0,0,0,BOX ELDER
38,30038,0,0,0.0,1388,0,1362,26,1642,0,0,1362,0,0,23,3,0,0,0,254,0,BOX ELDER
39,30039,70,200,2.857142857142857,144,18,0,126,156,18,0,0,0,0,0,3,123,0,0,8,4,BOX ELDER
40,30040,309,607,2.1002949852507373,289,41,22,226,356,39,2,0,22,59,87,26,54,0,0,41,26,BOX ELDER
41,30041,125,265,2.12,360,222,0,138,386,222,0,0,0,11,0,24,103,0,0,17,9,BOX ELDER
42,30042,76,160,2.1052631578947367,76,0,0,76,89,0,0,0,0,3,0,0,73,0,0,8,5,BOX ELDER
43,30043,193,423,2.367713004484305,84,0,2,82,118,0,0,0,2,0,42,40,0,0,0,20,14,BOX ELDER
44,30044,100,272,2.756521739130435,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,13,9,BOX ELDER
45,30045,104,286,2.75,39,0,0,39,49,0,0,0,0,36,0,3,0,0,0,6,4,BOX ELDER
46,30046,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
47,30047,2,6,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
48,30048,10,28,2.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
49,30049,0,0,0.0,112,106,0,6,116,78,28,0,0,0,3,0,3,0,0,4,0,BOX ELDER
50,30050,4,11,2.75,279,1,55,223,755,1,0,11,44,33,140,46,4,0,0,476,0,BOX ELDER
51,30051,6,15,2.5,90,0,53,37,103,0,0,11,42,25,0,12,0,0,0,13,0,BOX ELDER
52,30052,58,120,2.0689655172413794,1744,0,207,1537,1784,0,0,207,0,0,0,24,1513,0,0,36,4,BOX ELDER
53,30053,264,529,2.057347670250896,1366,337,74,955,1426,299,38,6,68,64,368,61,462,0,0,44,16,BOX ELDER
54,30054,148,413,2.8098159509202456,647,55,18,574,686,13,42,17,1,92,238,74,170,0,0,27,12,BOX ELDER
55,30055,160,431,2.8210526315789477,235,0,1,234,266,0,0,1,0,3,216,0,15,0,0,20,11,BOX ELDER
56,30056,45,122,2.7111111111111112,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,BOX ELDER
57,30057,60,164,2.7333333333333334,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,5,BOX ELDER
58,30058,0,0,0.0,79,0,79,0,99,0,0,79,0,0,0,0,0,0,0,20,0,BOX ELDER
59,30059,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
60,30060,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
61,30061,298,934,3.134228187919463,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,21,15,BOX ELDER
62,30062,205,631,3.1319148936170214,15,2,0,13,49,2,0,0,0,0,0,0,13,0,0,20,14,BOX ELDER
63,30063,22,56,2.5454545454545454,220,0,0,220,226,0,0,0,0,0,220,0,0,0,0,5,1,BOX ELDER
64,30064,242,761,3.1361867704280155,140,72,0,68,178,0,72,0,0,0,0,47,21,0,0,23,15,BOX ELDER
65,30065,288,691,2.50314465408805,74,44,0,30,123,44,0,0,0,0,6,1,23,0,0,29,20,BOX ELDER
66,30066,159,311,1.955974842767296,122,76,0,46,153,55,21,0,0,0,0,7,39,0,0,19,12,BOX ELDER
67,30067,128,338,2.8037974683544302,131,88,0,43,159,88,0,0,0,3,0,1,39,0,0,17,11,BOX ELDER
68,30068,197,555,2.817258883248731,42,0,1,41,75,0,0,0,1,0,0,24,17,0,0,19,14,BOX ELDER
69,30069,34,94,2.764705882352941,21,0,0,21,25,0,0,0,0,0,0,0,21,0,0,3,1,BOX ELDER
70,30070,119,234,1.9663865546218489,24,0,0,24,39,0,0,0,0,8,0,1,15,0,0,9,6,BOX ELDER
71,30071,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
72,30072,92,255,2.803738317757009,86,2,4,80,101,2,0,0,4,0,0,4,76,0,0,9,6,BOX ELDER
73,30073,4,12,3.0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,BOX ELDER
74,30074,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
75,30075,153,479,3.130718954248366,170,18,0,152,195,5,13,0,0,0,45,92,15,0,0,16,9,BOX ELDER
76,30076,101,315,3.118811881188119,7,0,0,7,20,0,0,0,0,0,0,5,2,0,0,8,5,BOX ELDER
77,30077,74,235,3.146067415730337,781,0,36,745,816,0,0,36,0,1,173,562,9,0,0,25,10,BOX ELDER
78,30078,459,1084,2.431492842535788,184,104,2,78,263,70,34,0,2,1,0,10,67,0,0,47,32,BOX ELDER
79,30079,47,115,2.4468085106382977,359,168,0,191,376,64,104,0,0,14,63,93,21,0,0,12,5,BOX ELDER
80,30080,171,407,2.4301075268817205,281,111,0,170,311,31,80,0,0,22,131,0,17,0,0,19,11,BOX ELDER
81,30081,27,52,1.9259259259259256,166,0,0,166,182,0,0,0,0,0,63,0,103,0,0,11,5,BOX ELDER
82,30082,391,766,1.959079283887468,399,120,13,266,473,54,66,4,9,48,17,69,132,0,0,46,28,BOX ELDER
83,30083,0,0,0.0,199,187,0,12,202,80,107,0,0,0,0,0,12,0,0,3,0,BOX ELDER
84,30084,0,0,0.0,244,134,4,106,247,93,41,0,4,6,72,13,15,0,0,3,0,BOX ELDER
85,30085,48,145,3.020833333333333,146,3,22,121,155,3,0,0,22,5,0,72,44,0,0,6,3,BOX ELDER
86,30086,1,3,3.0,70,70,0,0,70,45,25,0,0,0,0,0,0,0,0,0,0,BOX ELDER
87,30087,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
88,30088,4,11,2.75,0,0,0,0,28,0,0,0,0,0,0,0,0,28,0,0,0,BOX ELDER
89,30089,78,234,3.0,319,269,11,39,329,3,266,0,11,0,0,0,39,0,0,8,2,BOX ELDER
90,30090,62,185,2.9838709677419355,883,629,19,235,904,541,88,19,0,168,58,0,9,0,0,17,4,BOX ELDER
91,30091,236,706,2.9915254237288136,151,0,4,147,188,0,0,0,4,122,0,2,23,0,0,22,15,BOX ELDER
92,30092,246,736,2.991869918699187,71,0,10,61,104,0,0,8,2,11,0,19,31,0,0,19,14,BOX ELDER
93,30093,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
94,30094,25,78,3.12,11,0,10,1,15,0,0,0,10,1,0,0,0,0,0,3,1,BOX ELDER
95,30095,289,915,3.166089965397924,129,49,3,77,172,0,49,0,3,5,12,27,33,0,0,26,17,BOX ELDER
96,30096,287,858,2.989547038327526,51,34,0,17,101,17,17,0,0,0,0,10,7,0,0,29,21,BOX ELDER
97,30097,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
98,30098,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
99,30099,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
100,30100,24,62,2.583333333333333,2,0,0,2,5,0,0,0,0,0,0,2,0,0,0,2,1,BOX ELDER
101,30101,525,1388,2.643809523809524,120,16,11,93,207,2,14,0,11,5,19,25,44,0,12,44,31,BOX ELDER
102,30102,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
103,30103,261,689,2.6398467432950192,14,0,10,4,48,0,0,0,10,0,0,2,2,0,0,20,14,BOX ELDER
104,30104,78,207,2.6538461538461537,133,0,2,131,146,0,0,2,0,0,131,0,0,0,0,8,5,BOX ELDER
105,30105,32,80,2.5,10,6,0,4,15,0,6,0,0,0,0,0,4,0,0,3,2,BOX ELDER
106,30106,9,22,2.4444444444444446,11,11,0,0,538,11,0,0,0,0,0,0,0,524,0,2,1,BOX ELDER
107,30107,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
108,30108,146,433,2.5454545454545454,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
109,30109,0,0,0.0,14,0,0,14,14,0,0,0,0,0,14,0,0,0,0,0,0,BOX ELDER
110,30110,2,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
111,30111,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
112,30112,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
113,30113,30,74,2.466666666666667,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,1,BOX ELDER
114,30114,38,100,2.631578947368421,2,0,2,0,7,0,0,0,2,0,0,0,0,0,0,3,2,BOX ELDER
115,30115,0,0,0.0,62,62,0,0,63,62,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
116,30116,0,0,0.0,42,0,42,0,42,0,0,42,0,0,0,0,0,0,0,0,0,BOX ELDER
117,30117,24,59,2.458333333333333,24,24,0,0,51,23,1,0,0,0,0,0,0,0,0,26,1,BOX ELDER
118,30118,5,13,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
119,30119,60,210,0.0,40,0,0,40,41,0,0,0,0,0,40,0,0,0,0,1,0,BOX ELDER
120,30120,27,67,2.4814814814814814,4,2,0,2,26,2,0,0,0,0,0,0,2,0,0,21,1,BOX ELDER
121,30121,56,139,2.482142857142857,4,0,2,2,19,0,0,0,2,0,0,0,2,0,9,4,2,BOX ELDER
122,30122,17,45,2.647058823529412,2,0,2,0,5,0,0,2,0,0,0,0,0,0,0,2,1,BOX ELDER
123,30123,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
124,30124,144,421,2.511904761904762,2,0,0,2,15,0,0,0,0,0,0,0,2,0,0,8,5,BOX ELDER
125,30125,74,186,2.5135135135135136,76,0,0,76,89,0,0,0,0,14,62,0,0,0,0,8,5,BOX ELDER
126,30126,217,562,2.589861751152074,10,0,9,1,42,0,0,7,2,0,0,1,0,0,0,18,14,BOX ELDER
127,30127,85,272,2.48,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,10,7,BOX ELDER
128,30128,99,249,2.515151515151515,13,0,11,2,23,0,0,0,11,0,0,0,2,0,0,6,4,BOX ELDER
129,30129,82,205,2.5,2,0,0,2,4,0,0,0,0,2,0,0,0,0,0,1,1,BOX ELDER
130,30130,56,145,2.5892857142857144,1,0,1,0,13,0,0,1,0,0,0,0,0,0,0,7,5,BOX ELDER
131,30131,135,350,2.592592592592593,3,0,2,1,14,0,0,2,0,0,0,0,1,0,0,6,5,BOX ELDER
132,30132,40,103,2.575,5,1,4,0,153,1,0,4,0,0,0,0,0,143,0,3,2,BOX ELDER
133,30133,269,732,2.4976076555023923,7,0,0,7,34,0,0,0,0,3,0,0,4,0,0,16,11,BOX ELDER
134,30134,2,5,2.5,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,1,0,BOX ELDER
135,30135,7,18,2.571428571428572,7,0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,BOX ELDER
136,30136,245,689,2.5891891891891894,45,9,11,25,72,9,0,0,11,11,0,0,14,0,0,16,11,BOX ELDER
137,30137,5,12,2.4,59,0,59,0,60,0,0,0,59,0,0,0,0,0,0,1,0,BOX ELDER
138,30138,242,666,2.505494505494505,65,0,12,53,100,0,0,12,0,33,0,3,17,0,0,24,11,BOX ELDER
139,30139,110,339,2.58,14,0,0,14,58,0,0,0,0,0,14,0,0,0,38,4,2,BOX ELDER
140,30140,4,9,2.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
141,30141,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
142,30142,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
143,30143,68,170,2.5,127,42,85,0,190,42,0,14,71,0,0,0,0,0,0,58,5,BOX ELDER
144,30144,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
145,30145,17,40,2.3529411764705883,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,BOX ELDER
146,30146,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
147,30147,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
148,30148,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
149,30149,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
150,30150,544,1847,3.395220588235294,168,60,5,103,231,31,29,1,4,11,53,11,28,0,0,37,26,BOX ELDER
151,30151,40,135,3.375,25,0,25,0,29,0,0,25,0,0,0,0,0,0,0,3,1,BOX ELDER
152,30152,4,10,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
153,30153,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
