;TAZID,;CO_TAZID,CO_NAME,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
1,30001,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30002,BOX ELDER,24,53,2.2083333333333335,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,2
3,30003,BOX ELDER,39,89,2.282051282051282,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,2
4,30004,BOX ELDER,1,4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,30005,BOX ELDER,101,262,2.594059405940594,2,0,0,2,19,0,0,0,0,0,0,2,0,0,0,11,6
6,30006,BOX ELDER,6,12,2.0,7,0,7,0,8,0,0,0,7,0,0,0,0,0,0,1,0
7,30007,BOX ELDER,63,145,2.3015873015873014,34,2,25,7,256,2,0,0,25,0,0,0,7,210,0,6,6
8,30008,BOX ELDER,78,205,2.628205128205128,69,21,0,48,81,21,0,0,0,46,0,0,2,0,0,6,6
9,30009,BOX ELDER,24,55,2.2916666666666665,85,0,85,0,89,0,0,0,85,0,0,0,0,0,0,3,1
10,30010,BOX ELDER,35,81,2.3142857142857145,87,0,87,0,92,0,0,0,87,0,0,0,0,0,0,4,1
11,30011,BOX ELDER,13,31,2.3846153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,30012,BOX ELDER,28,68,2.4285714285714284,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,1
13,30013,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,30014,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30015,BOX ELDER,1,4,4.0,271,0,260,11,323,0,0,123,137,0,0,0,11,48,0,4,0
16,30016,BOX ELDER,1,4,4.0,103,0,77,26,113,0,0,8,69,0,0,0,26,0,0,10,0
17,30017,BOX ELDER,6,14,2.3333333333333335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18,30018,BOX ELDER,0,0,0.0,729,0,729,0,740,0,0,526,203,0,0,0,0,0,0,11,0
19,30019,BOX ELDER,385,1002,2.602597402597403,30,19,10,1,69,19,0,0,10,1,0,0,0,0,0,21,18
20,30020,BOX ELDER,260,516,1.9846153846153847,145,15,77,53,183,15,0,75,2,0,0,0,53,0,0,21,17
21,30021,BOX ELDER,0,0,0.0,470,0,470,0,477,0,0,434,36,0,0,0,0,0,0,7,0
