;TAZID,;CO_TAZID,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,CO_NAME
1,30001,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
2,30002,15,40,2.6666666666666665,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,BOX ELDER
3,30003,24,67,2.7916666666666665,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,BOX ELDER
4,30004,1,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
5,30005,63,199,3.1587301587301586,2,0,0,2,13,0,0,0,0,0,0,2,0,0,0,8,3,BOX ELDER
6,30006,3,9,3.0,8,0,8,0,9,0,0,0,8,0,0,0,0,0,0,1,0,BOX ELDER
7,30007,39,110,2.8205128205128207,35,2,27,6,254,2,0,0,27,0,0,0,6,211,0,5,3,BOX ELDER
8,30008,50,156,3.12,55,17,0,38,63,17,0,0,0,36,0,0,2,0,0,5,3,BOX ELDER
9,30009,15,42,2.8,90,0,90,0,93,0,0,0,90,0,0,0,0,0,0,2,1,BOX ELDER
10,30010,22,61,2.772727272727273,93,0,93,0,96,0,0,0,93,0,0,0,0,0,0,2,1,BOX ELDER
11,30011,8,24,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
12,30012,17,52,3.0588235294117645,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1,BOX ELDER
13,30013,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
14,30014,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
15,30015,1,3,3.0,252,0,243,9,303,0,0,97,146,0,0,0,9,48,0,3,0,BOX ELDER
16,30016,1,3,3.0,100,0,80,20,107,0,0,6,74,0,0,0,20,0,0,7,0,BOX ELDER
17,30017,3,10,3.333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
18,30018,0,0,0.0,632,0,632,0,640,0,0,417,215,0,0,0,0,0,0,8,0,BOX ELDER
19,30019,242,761,3.144628099173554,26,15,10,1,53,15,0,0,10,1,0,0,0,0,0,16,11,BOX ELDER
20,30020,164,392,2.3902439024390243,116,12,62,42,141,12,0,60,2,0,0,0,42,0,0,15,10,BOX ELDER
21,30021,0,0,0.0,383,0,383,0,388,0,0,344,39,0,0,0,0,0,0,5,0,BOX ELDER
22,30022,2,6,3.0,8,0,8,0,8,0,0,8,0,0,0,0,0,0,0,0,0,BOX ELDER
23,30023,3,10,3.333333333333333,47,0,47,0,48,0,0,20,27,0,0,0,0,0,0,1,0,BOX ELDER
24,30024,143,449,3.13986013986014,2,0,0,2,17,0,0,0,0,0,0,1,1,0,0,9,6,BOX ELDER
25,30025,319,1001,3.144615384615385,138,5,2,131,188,5,0,0,2,1,110,16,4,0,0,30,20,BOX ELDER
26,30026,213,564,2.671232876712329,190,20,31,139,223,19,1,12,19,0,50,71,18,0,0,20,13,BOX ELDER
27,30027,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
28,30028,1,3,3.0,70,0,70,0,75,0,0,70,0,0,0,0,0,0,0,5,0,BOX ELDER
29,30029,247,744,3.012,2,0,2,0,26,0,0,0,2,0,0,0,0,0,0,14,10,BOX ELDER
30,30030,306,664,2.1955128205128207,97,13,8,76,150,13,0,0,8,40,0,27,9,0,0,31,22,BOX ELDER
31,30031,233,534,2.3008474576271185,218,75,70,73,253,5,70,70,0,38,0,0,35,0,0,21,14,BOX ELDER
32,30032,115,302,2.669421487603306,2,0,2,0,20,0,0,0,2,0,0,0,0,0,0,10,8,BOX ELDER
33,30033,169,382,2.302857142857143,15,0,14,1,37,0,0,0,14,1,0,0,0,0,0,13,9,BOX ELDER
34,30034,210,555,2.6666666666666665,19,2,12,5,49,2,0,12,0,5,0,0,0,0,0,17,13,BOX ELDER
35,30035,296,723,2.463576158940397,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,25,18,BOX ELDER
36,30036,84,201,2.392857142857143,9,0,9,0,23,0,0,2,7,0,0,0,0,0,0,8,6,BOX ELDER
37,30037,0,0,0.0,133,0,122,11,133,0,0,0,122,0,0,0,11,0,0,0,0,BOX ELDER
38,30038,0,0,0.0,1300,0,1274,26,1536,0,0,1274,0,0,23,3,0,0,0,236,0,BOX ELDER
39,30039,65,194,2.9846153846153847,136,17,0,119,147,17,0,0,0,0,0,3,116,0,0,8,3,BOX ELDER
40,30040,309,669,2.1904761904761907,277,39,21,217,339,37,2,0,21,57,85,24,51,0,0,38,24,BOX ELDER
41,30041,116,256,2.206896551724138,343,212,0,131,367,212,0,0,0,11,0,22,98,0,0,16,8,BOX ELDER
42,30042,70,155,2.2142857142857144,72,0,0,72,84,0,0,0,0,3,0,0,69,0,0,7,5,BOX ELDER
43,30043,202,491,2.4615384615384617,80,0,2,78,112,0,0,0,2,0,41,37,0,0,0,19,13,BOX ELDER
44,30044,104,298,2.869158878504673,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,12,8,BOX ELDER
45,30045,97,277,2.855670103092784,39,0,0,39,47,0,0,0,0,36,0,3,0,0,0,5,3,BOX ELDER
46,30046,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
47,30047,2,6,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
