;TAZID,;CO_TAZID,CO_NAME,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
1,30001,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30002,BOX ELDER,18,44,2.4444444444444446,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1
3,30003,BOX ELDER,29,73,2.5172413793103448,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1
4,30004,BOX ELDER,1,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,30005,BOX ELDER,75,215,2.8666666666666667,2,0,0,2,15,0,0,0,0,0,0,2,0,0,0,9,4
6,30006,BOX ELDER,4,10,2.5,8,0,8,0,9,0,0,0,8,0,0,0,0,0,0,1,0
7,30007,BOX ELDER,47,119,2.5319148936170213,35,2,27,6,255,2,0,0,27,0,0,0,6,211,0,5,4
8,30008,BOX ELDER,58,168,2.896551724137931,59,18,0,41,68,18,0,0,0,39,0,0,2,0,0,5,4
9,30009,BOX ELDER,18,45,2.5,92,0,92,0,95,0,0,0,92,0,0,0,0,0,0,2,1
10,30010,BOX ELDER,26,66,2.5384615384615383,95,0,95,0,99,0,0,0,95,0,0,0,0,0,0,3,1
11,30011,BOX ELDER,9,26,2.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,30012,BOX ELDER,21,56,2.6666666666666665,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1
13,30013,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,30014,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30015,BOX ELDER,1,3,3.0,269,0,260,9,320,0,0,110,150,0,0,0,9,48,0,3,0
16,30016,BOX ELDER,1,3,3.0,106,0,83,23,114,0,0,7,76,0,0,0,23,0,0,8,0
17,30017,BOX ELDER,4,11,2.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18,30018,BOX ELDER,0,0,0.0,690,0,690,0,699,0,0,468,222,0,0,0,0,0,0,9,0
19,30019,BOX ELDER,285,823,2.887719298245614,28,16,11,1,59,16,0,0,11,1,0,0,0,0,0,17,14
20,30020,BOX ELDER,193,424,2.1968911917098444,128,13,69,46,158,13,0,67,2,0,0,0,46,0,0,17,13
21,30021,BOX ELDER,0,0,0.0,426,0,426,0,432,0,0,386,40,0,0,0,0,0,0,6,0
22,30022,BOX ELDER,3,7,2.3333333333333335,9,0,9,0,9,0,0,9,0,0,0,0,0,0,0,0,0
23,30023,BOX ELDER,4,11,2.75,51,0,51,0,52,0,0,23,28,0,0,0,0,0,0,1,0
24,30024,BOX ELDER,168,485,2.886904761904762,2,0,0,2,19,0,0,0,0,0,0,1,1,0,0,10,7
25,30025,BOX ELDER,333,934,2.804804804804805,147,6,2,139,206,6,0,0,2,1,116,18,4,0,0,34,25
26,30026,BOX ELDER,208,462,2.2211538461538463,204,21,32,151,242,20,1,13,19,0,52,79,20,0,0,23,15
27,30027,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,30028,BOX ELDER,1,3,3.0,78,0,78,0,83,0,0,78,0,0,0,0,0,0,0,5,0
29,30029,BOX ELDER,269,740,2.7509293680297398,2,0,2,0,31,0,0,0,2,0,0,0,0,0,0,16,13
30,30030,BOX ELDER,318,569,1.7893081761006289,106,14,8,84,168,14,0,0,8,44,0,31,9,0,0,36,26
31,30031,BOX ELDER,253,513,2.027667984189723,234,75,79,80,276,5,70,79,0,42,0,0,38,0,0,25,17
32,30032,BOX ELDER,93,178,1.913978494623656,2,0,2,0,22,0,0,0,2,0,0,0,0,0,0,11,9
33,30033,BOX ELDER,156,264,1.6923076923076923,16,0,15,1,42,0,0,0,15,1,0,0,0,0,0,15,11
34,30034,BOX ELDER,204,452,2.215686274509804,21,2,14,5,55,2,0,14,0,5,0,0,0,0,0,19,15
35,30035,BOX ELDER,306,633,2.0686274509803924,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,29,22
36,30036,BOX ELDER,99,217,2.191919191919192,9,0,9,0,25,0,0,2,7,0,0,0,0,0,0,9,7
37,30037,BOX ELDER,0,0,0.0,137,0,126,11,137,0,0,0,126,0,0,0,11,0,0,0,0
38,30038,BOX ELDER,0,0,0.0,1251,0,1327,-76,1516,0,0,1327,0,-102,23,3,0,0,0,265,0
39,30039,BOX ELDER,76,210,2.763157894736842,149,18,0,131,162,18,0,0,0,0,0,3,128,0,0,9,4
40,30040,BOX ELDER,321,575,1.7912772585669783,298,42,21,235,369,40,2,0,21,62,89,28,56,0,0,43,28
41,30041,BOX ELDER,137,277,2.021897810218978,373,229,0,144,399,229,0,0,0,12,0,25,107,0,0,17,9
42,30042,BOX ELDER,83,167,2.0120481927710845,79,0,0,79,92,0,0,0,0,3,0,0,76,0,0,8,5
43,30043,BOX ELDER,195,381,1.9538461538461538,88,0,2,86,124,0,0,0,2,0,44,42,0,0,0,21,15
44,30044,BOX ELDER,102,259,2.5392156862745097,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,13,9
45,30045,BOX ELDER,114,300,2.6315789473684212,42,0,0,42,52,0,0,0,0,39,0,3,0,0,0,6,4
46,30046,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,30047,BOX ELDER,3,7,2.3333333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,30048,BOX ELDER,10,30,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
49,30049,BOX ELDER,0,0,0.0,114,108,0,6,118,80,28,0,0,0,3,0,3,0,0,4,0
