;TAZID,;CO_TAZID,CO_NAME,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
1,30001,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30002,BOX ELDER,25,55,2.2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,2
3,30003,BOX ELDER,41,92,2.2439024390243905,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,2
4,30004,BOX ELDER,2,4,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,30005,BOX ELDER,105,269,2.5619047619047617,2,0,0,2,19,0,0,0,0,0,0,2,0,0,0,11,6
6,30006,BOX ELDER,6,13,2.1666666666666665,7,0,7,0,8,0,0,0,7,0,0,0,0,0,0,1,0
7,30007,BOX ELDER,66,149,2.257575757575758,34,2,25,7,255,2,0,0,25,0,0,0,7,209,0,6,6
8,30008,BOX ELDER,82,210,2.5609756097560976,70,21,0,49,82,21,0,0,0,47,0,0,2,0,0,6,6
9,30009,BOX ELDER,25,56,2.24,84,0,84,0,89,0,0,0,84,0,0,0,0,0,0,3,2
10,30010,BOX ELDER,36,83,2.3055555555555554,86,0,86,0,92,0,0,0,86,0,0,0,0,0,0,4,2
11,30011,BOX ELDER,13,32,2.4615384615384617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,30012,BOX ELDER,29,70,2.413793103448276,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,2
13,30013,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,30014,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30015,BOX ELDER,1,4,4.0,270,0,259,11,322,0,0,124,135,0,0,0,11,48,0,4,0
16,30016,BOX ELDER,1,4,4.0,103,0,77,26,113,0,0,8,69,0,0,0,26,0,0,10,0
17,30017,BOX ELDER,6,14,2.3333333333333335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18,30018,BOX ELDER,0,0,0.0,732,0,732,0,743,0,0,531,201,0,0,0,0,0,0,11,0
19,30019,BOX ELDER,401,1029,2.5660847880299253,30,19,10,1,71,19,0,0,10,1,0,0,0,0,0,22,19
20,30020,BOX ELDER,271,531,1.959409594095941,146,15,78,53,186,15,0,76,2,0,0,0,53,0,0,22,18
21,30021,BOX ELDER,0,0,0.0,474,0,474,0,482,0,0,438,36,0,0,0,0,0,0,8,0
22,30022,BOX ELDER,4,9,2.25,11,0,11,0,11,0,0,11,0,0,0,0,0,0,0,0,0
23,30023,BOX ELDER,6,14,2.3333333333333335,51,0,51,0,52,0,0,26,25,0,0,0,0,0,0,1,0
24,30024,BOX ELDER,236,607,2.5720338983050848,2,0,0,2,25,0,0,0,0,0,0,1,1,0,0,13,10
25,30025,BOX ELDER,468,1168,2.4957264957264957,169,7,2,160,246,7,0,0,2,1,133,21,5,0,0,42,35
26,30026,BOX ELDER,293,578,1.9726962457337884,230,25,32,173,280,24,1,15,17,0,60,89,24,0,0,29,21
27,30027,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,30028,BOX ELDER,1,4,4.0,88,0,88,0,94,0,0,88,0,0,0,0,0,0,0,6,0
29,30029,BOX ELDER,379,926,2.4432717678100264,2,0,2,0,40,0,0,0,2,0,0,0,0,0,0,20,18
30,30030,BOX ELDER,448,712,1.5892857142857142,122,16,7,99,203,16,0,0,7,53,0,35,11,0,0,44,37
31,30031,BOX ELDER,356,642,1.803370786516854,261,77,90,94,314,6,71,90,0,50,0,0,44,0,0,30,23
32,30032,BOX ELDER,131,222,1.6946564885496183,2,0,2,0,29,0,0,0,2,0,0,0,0,0,0,14,13
33,30033,BOX ELDER,220,330,1.5,14,0,13,1,49,0,0,0,13,1,0,0,0,0,0,19,16
34,30034,BOX ELDER,287,565,1.9686411149825784,24,2,16,6,69,2,0,16,0,6,0,0,0,0,0,24,21
35,30035,BOX ELDER,430,792,1.841860465116279,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,35,31
36,30036,BOX ELDER,140,272,1.9428571428571428,8,0,8,0,29,0,0,2,6,0,0,0,0,0,0,11,10
37,30037,BOX ELDER,0,0,0.0,126,0,113,13,126,0,0,0,113,0,0,0,13,0,0,0,0
38,30038,BOX ELDER,0,0,0.0,1414,0,1506,-92,1746,0,0,1506,0,-123,27,4,0,0,0,332,0
