;TAZID,;CO_TAZID,CO_NAME,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
1,30001,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30002,BOX ELDER,25,55,2.2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,2
3,30003,BOX ELDER,41,93,2.268292682926829,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,2
4,30004,BOX ELDER,2,4,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,30005,BOX ELDER,106,272,2.5660377358490565,2,0,0,2,19,0,0,0,0,0,0,2,0,0,0,11,6
6,30006,BOX ELDER,6,13,2.1666666666666665,7,0,7,0,8,0,0,0,7,0,0,0,0,0,0,1,0
7,30007,BOX ELDER,67,151,2.253731343283582,33,2,24,7,253,2,0,0,24,0,0,0,7,208,0,6,6
8,30008,BOX ELDER,83,212,2.5542168674698793,70,21,0,49,82,21,0,0,0,47,0,0,2,0,0,6,6
9,30009,BOX ELDER,25,57,2.28,83,0,83,0,88,0,0,0,83,0,0,0,0,0,0,3,2
10,30010,BOX ELDER,37,84,2.27027027027027,86,0,86,0,92,0,0,0,86,0,0,0,0,0,0,4,2
11,30011,BOX ELDER,13,32,2.4615384615384617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,30012,BOX ELDER,30,71,2.3666666666666667,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,2
13,30013,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,30014,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30015,BOX ELDER,2,4,2.0,271,0,260,11,323,0,0,125,135,0,0,0,11,48,0,4,0
16,30016,BOX ELDER,2,4,2.0,102,0,76,26,112,0,0,8,68,0,0,0,26,0,0,10,0
17,30017,BOX ELDER,6,14,2.3333333333333335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18,30018,BOX ELDER,0,0,0.0,733,0,733,0,744,0,0,533,200,0,0,0,0,0,0,11,0
19,30019,BOX ELDER,407,1039,2.552825552825553,30,19,10,1,71,19,0,0,10,1,0,0,0,0,0,22,19
20,30020,BOX ELDER,275,536,1.949090909090909,146,15,78,53,186,15,0,76,2,0,0,0,53,0,0,22,18
21,30021,BOX ELDER,0,0,0.0,475,0,475,0,483,0,0,439,36,0,0,0,0,0,0,8,0
22,30022,BOX ELDER,4,9,2.25,11,0,11,0,11,0,0,11,0,0,0,0,0,0,0,0,0
23,30023,BOX ELDER,6,14,2.3333333333333335,51,0,51,0,52,0,0,26,25,0,0,0,0,0,0,1,0
24,30024,BOX ELDER,240,613,2.5541666666666667,2,0,0,2,25,0,0,0,0,0,0,1,1,0,0,13,10
25,30025,BOX ELDER,475,1179,2.482105263157895,170,7,2,161,248,7,0,0,2,1,134,21,5,0,0,42,36
26,30026,BOX ELDER,297,583,1.962962962962963,230,25,32,173,280,24,1,15,17,0,60,89,24,0,0,29,21
27,30027,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,30028,BOX ELDER,2,4,2.0,89,0,89,0,95,0,0,89,0,0,0,0,0,0,0,6,0
29,30029,BOX ELDER,385,935,2.4285714285714284,2,0,2,0,40,0,0,0,2,0,0,0,0,0,0,20,18
30,30030,BOX ELDER,454,718,1.5814977973568283,123,17,7,99,205,17,0,0,7,53,0,35,11,0,0,45,37
31,30031,BOX ELDER,361,648,1.7950138504155124,261,77,90,94,316,6,71,90,0,50,0,0,44,0,0,31,24
32,30032,BOX ELDER,133,224,1.6842105263157894,2,0,2,0,29,0,0,0,2,0,0,0,0,0,0,14,13
33,30033,BOX ELDER,223,333,1.493273542600897,14,0,13,1,49,0,0,0,13,1,0,0,0,0,0,19,16
34,30034,BOX ELDER,291,570,1.958762886597938,24,2,16,6,69,2,0,16,0,6,0,0,0,0,0,24,21
35,30035,BOX ELDER,436,800,1.834862385321101,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,36,31
36,30036,BOX ELDER,142,274,1.9295774647887325,8,0,8,0,29,0,0,2,6,0,0,0,0,0,0,11,10
37,30037,BOX ELDER,0,0,0.0,126,0,113,13,126,0,0,0,113,0,0,0,13,0,0,0,0
38,30038,BOX ELDER,0,0,0.0,1418,0,1510,-92,1753,0,0,1510,0,-123,27,4,0,0,0,335,0
