;TAZID,;CO_TAZID,CO_NAME,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
1,30001,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30002,BOX ELDER,19,46,2.4210526315789473,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1
3,30003,BOX ELDER,31,76,2.4516129032258065,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1
4,30004,BOX ELDER,1,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,30005,BOX ELDER,80,224,2.8,2,0,0,2,15,0,0,0,0,0,0,2,0,0,0,9,4
6,30006,BOX ELDER,4,11,2.75,8,0,8,0,9,0,0,0,8,0,0,0,0,0,0,1,0
7,30007,BOX ELDER,50,124,2.48,35,2,27,6,255,2,0,0,27,0,0,0,6,211,0,5,4
8,30008,BOX ELDER,62,175,2.8225806451612905,61,19,0,42,70,19,0,0,0,40,0,0,2,0,0,5,4
9,30009,BOX ELDER,19,47,2.473684210526316,90,0,90,0,93,0,0,0,90,0,0,0,0,0,0,2,1
10,30010,BOX ELDER,28,69,2.4642857142857144,93,0,93,0,97,0,0,0,93,0,0,0,0,0,0,3,1
11,30011,BOX ELDER,10,27,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,30012,BOX ELDER,22,58,2.6363636363636362,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1
13,30013,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,30014,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30015,BOX ELDER,1,3,3.0,269,0,259,10,321,0,0,113,146,0,0,0,10,49,0,3,0
16,30016,BOX ELDER,1,3,3.0,105,0,81,24,113,0,0,7,74,0,0,0,24,0,0,8,0
17,30017,BOX ELDER,4,12,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18,30018,BOX ELDER,0,0,0.0,702,0,702,0,711,0,0,485,217,0,0,0,0,0,0,9,0
19,30019,BOX ELDER,305,857,2.8098360655737706,28,17,10,1,60,17,0,0,10,1,0,0,0,0,0,17,15
20,30020,BOX ELDER,206,442,2.145631067961165,133,14,71,48,163,14,0,69,2,0,0,0,48,0,0,17,13
21,30021,BOX ELDER,0,0,0.0,439,0,439,0,445,0,0,400,39,0,0,0,0,0,0,6,0
22,30022,BOX ELDER,3,7,2.3333333333333335,10,0,10,0,10,0,0,10,0,0,0,0,0,0,0,0,0
23,30023,BOX ELDER,4,12,3.0,51,0,51,0,52,0,0,23,28,0,0,0,0,0,0,1,0
24,30024,BOX ELDER,180,506,2.811111111111111,2,0,0,2,20,0,0,0,0,0,0,1,1,0,0,10,8
25,30025,BOX ELDER,356,973,2.7331460674157304,151,6,2,143,212,6,0,0,2,1,119,19,4,0,0,34,27
26,30026,BOX ELDER,223,481,2.1569506726457397,212,22,33,157,251,21,1,14,19,0,53,82,22,0,0,23,16
27,30027,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,30028,BOX ELDER,1,3,3.0,81,0,81,0,86,0,0,81,0,0,0,0,0,0,0,5,0
29,30029,BOX ELDER,289,771,2.667820069204152,2,0,2,0,31,0,0,0,2,0,0,0,0,0,0,16,13
30,30030,BOX ELDER,341,593,1.7390029325513197,110,15,8,87,174,15,0,0,8,45,0,32,10,0,0,36,28
31,30031,BOX ELDER,271,534,1.970479704797048,241,76,82,83,283,5,71,82,0,43,0,0,40,0,0,24,18
32,30032,BOX ELDER,100,185,1.85,2,0,2,0,23,0,0,0,2,0,0,0,0,0,0,11,10
33,30033,BOX ELDER,168,275,1.6369047619047619,15,0,14,1,42,0,0,0,14,1,0,0,0,0,0,15,12
34,30034,BOX ELDER,219,471,2.1506849315068495,22,2,15,5,57,2,0,15,0,5,0,0,0,0,0,19,16
35,30035,BOX ELDER,328,660,2.0121951219512195,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,29,23
36,30036,BOX ELDER,107,226,2.1121495327102804,9,0,9,0,26,0,0,2,7,0,0,0,0,0,0,9,8
37,30037,BOX ELDER,0,0,0.0,135,0,123,12,135,0,0,0,123,0,0,0,12,0,0,0,0
38,30038,BOX ELDER,0,0,0.0,1296,0,1374,-78,1561,0,0,1374,0,-105,24,3,0,0,0,265,0
39,30039,BOX ELDER,81,219,2.7037037037037037,156,19,0,137,169,19,0,0,0,0,0,3,134,0,0,9,4
40,30040,BOX ELDER,344,599,1.7412790697674418,309,44,21,244,382,42,2,0,21,64,92,29,59,0,0,43,30
