;TAZID,;CO_TAZID,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,CO_NAME
37,30037,0,0,0.0,123,0,113,10,123,0,0,0,113,0,0,0,10,0,0,0,0,BOX ELDER
38,30038,0,0,0.0,1266,0,1241,25,1485,0,0,1241,0,0,22,3,0,0,0,219,0,BOX ELDER
39,30039,61,190,3.114754098360656,132,17,0,115,142,17,0,0,0,0,0,3,112,0,0,7,3,BOX ELDER
40,30040,298,674,2.261744966442953,271,38,20,213,328,36,2,0,20,59,83,22,49,0,0,35,22,BOX ELDER
41,30041,110,250,2.272727272727273,334,208,0,126,357,208,0,0,0,11,0,21,94,0,0,15,8,BOX ELDER
42,30042,67,151,2.253731343283582,70,0,0,70,81,0,0,0,0,3,0,0,67,0,0,7,4,BOX ELDER
43,30043,197,500,2.538071065989848,77,0,2,75,107,0,0,0,2,0,40,35,0,0,0,18,12,BOX ELDER
44,30044,102,300,2.9411764705882355,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,11,7,BOX ELDER
45,30045,92,271,2.9456521739130435,39,0,0,39,47,0,0,0,0,36,0,3,0,0,0,5,3,BOX ELDER
46,30046,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
47,30047,2,6,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
48,30048,9,26,2.888888888888889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
49,30049,0,0,0.0,107,101,0,6,111,73,28,0,0,0,3,0,3,0,0,4,0,BOX ELDER
50,30050,3,10,3.333333333333333,258,1,48,209,669,1,0,10,38,33,132,40,4,0,0,411,0,BOX ELDER
51,30051,5,14,2.8,81,0,46,35,92,0,0,10,36,25,0,10,0,0,0,11,0,BOX ELDER
52,30052,51,114,2.235294117647059,1593,0,189,1404,1627,0,0,189,0,0,0,21,1383,0,0,31,3,BOX ELDER
53,30053,246,544,2.2113821138211383,1269,318,64,887,1321,280,38,5,59,64,348,53,422,0,0,38,14,BOX ELDER
54,30054,143,434,3.034965034965035,607,54,17,536,641,12,42,16,1,92,225,64,155,0,0,23,11,BOX ELDER
55,30055,167,507,3.035928143712575,222,0,1,221,250,0,0,1,0,3,204,0,14,0,0,18,10,BOX ELDER
56,30056,39,116,2.9743589743589745,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,2,BOX ELDER
57,30057,52,155,2.980769230769231,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,4,BOX ELDER
58,30058,0,0,0.0,72,0,72,0,90,0,0,72,0,0,0,0,0,0,0,18,0,BOX ELDER
59,30059,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
60,30060,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
61,30061,262,884,3.3740458015267176,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,18,13,BOX ELDER
62,30062,206,697,3.383495145631068,14,2,0,12,43,2,0,0,0,0,0,0,12,0,0,17,12,BOX ELDER
63,30063,20,53,2.65,208,0,0,208,213,0,0,0,0,0,208,0,0,0,0,4,1,BOX ELDER
64,30064,226,763,3.3761061946902653,132,72,0,60,165,0,72,0,0,0,0,41,19,0,0,20,13,BOX ELDER
65,30065,279,753,2.6989247311827955,68,41,0,27,110,41,0,0,0,0,5,1,21,0,0,25,17,BOX ELDER
66,30066,140,294,2.1,114,72,0,42,141,51,21,0,0,0,0,7,35,0,0,16,11,BOX ELDER
67,30067,139,420,3.021582733812949,122,83,0,39,147,83,0,0,0,3,0,1,35,0,0,15,10,BOX ELDER
68,30068,174,525,3.0172413793103448,38,0,1,37,66,0,0,0,1,0,0,21,16,0,0,16,12,BOX ELDER
69,30069,29,89,3.0689655172413794,19,0,0,19,23,0,0,0,0,0,0,0,19,0,0,3,1,BOX ELDER
70,30070,105,221,2.104761904761905,23,0,0,23,36,0,0,0,0,8,0,1,14,0,0,8,5,BOX ELDER
71,30071,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
72,30072,94,284,3.021276595744681,79,2,4,73,92,2,0,0,4,0,0,4,69,0,0,8,5,BOX ELDER
73,30073,3,11,3.6666666666666665,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,BOX ELDER
74,30074,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
75,30075,134,453,3.380597014925373,155,18,0,137,176,5,13,0,0,0,43,80,14,0,0,14,7,BOX ELDER
76,30076,88,298,3.386363636363636,7,0,0,7,18,0,0,0,0,0,0,5,2,0,0,7,4,BOX ELDER
77,30077,79,265,3.354430379746836,694,0,33,661,725,0,0,33,0,1,163,489,8,0,0,22,9,BOX ELDER
78,30078,430,1126,2.6186046511627907,171,99,2,70,240,65,34,0,2,1,0,8,61,0,0,41,28,BOX ELDER
79,30079,41,108,2.6341463414634148,337,163,0,174,351,60,103,0,0,14,60,81,19,0,0,10,4,BOX ELDER
80,30080,164,428,2.609756097560976,270,109,0,161,296,29,80,0,0,22,123,0,16,0,0,16,10,BOX ELDER
81,30081,24,50,2.083333333333333,154,0,0,154,167,0,0,0,0,0,60,0,94,0,0,9,4,BOX ELDER
82,30082,344,725,2.107558139534884,371,116,11,244,436,50,66,4,7,48,16,60,120,0,0,40,25,BOX ELDER
83,30083,0,0,0.0,192,181,0,11,195,75,106,0,0,0,0,0,11,0,0,3,0,BOX ELDER
84,30084,0,0,0.0,231,128,4,99,234,87,41,0,4,6,68,11,14,0,0,3,0,BOX ELDER
85,30085,43,137,3.186046511627907,131,3,20,108,138,3,0,0,20,5,0,63,40,0,0,5,2,BOX ELDER
86,30086,1,3,3.0,67,67,0,0,67,42,25,0,0,0,0,0,0,0,0,0,0,BOX ELDER
87,30087,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
88,30088,3,10,3.333333333333333,0,0,0,0,29,0,0,0,0,0,0,0,0,29,0,0,0,BOX ELDER
89,30089,69,221,3.2028985507246377,312,268,9,35,321,3,265,0,9,0,0,0,35,0,0,7,2,BOX ELDER
90,30090,55,175,3.1818181818181817,841,594,17,230,859,507,87,17,0,168,54,0,8,0,0,15,3,BOX ELDER
91,30091,207,668,3.2270531400966185,149,0,4,145,181,0,0,0,4,122,0,2,21,0,0,19,13,BOX ELDER
92,30092,216,697,3.226851851851852,66,0,9,57,94,0,0,7,2,11,0,17,29,0,0,16,12,BOX ELDER
93,30093,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
94,30094,22,74,3.363636363636364,9,0,8,1,12,0,0,0,8,1,0,0,0,0,0,2,1,BOX ELDER
95,30095,254,866,3.409448818897638,121,49,3,69,159,0,49,0,3,5,11,23,30,0,0,23,15,BOX ELDER
96,30096,252,812,3.2222222222222223,47,33,0,14,90,16,17,0,0,0,0,8,6,0,0,25,18,BOX ELDER
97,30097,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
98,30098,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
99,30099,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
100,30100,21,59,2.8095238095238093,2,0,0,2,4,0,0,0,0,0,0,2,0,0,0,1,1,BOX ELDER
101,30101,462,1314,2.844155844155844,108,15,9,84,184,2,13,0,9,5,18,21,40,0,11,38,27,BOX ELDER
102,30102,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
103,30103,229,652,2.8471615720524017,12,0,8,4,41,0,0,0,8,0,0,2,2,0,0,17,12,BOX ELDER
104,30104,69,196,2.840579710144928,125,0,2,123,136,0,0,2,0,0,123,0,0,0,0,7,4,BOX ELDER
105,30105,28,76,2.7142857142857144,10,6,0,4,15,0,6,0,0,0,0,0,4,0,0,3,2,BOX ELDER
106,30106,8,21,2.625,10,10,0,0,545,10,0,0,0,0,0,0,0,533,0,1,1,BOX ELDER
107,30107,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
108,30108,10,26,2.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
109,30109,0,0,0.0,14,0,0,14,14,0,0,0,0,0,14,0,0,0,0,0,0,BOX ELDER
110,30110,2,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
111,30111,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
112,30112,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
113,30113,26,70,2.6923076923076925,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,1,BOX ELDER
114,30114,34,94,2.764705882352941,2,0,2,0,7,0,0,0,2,0,0,0,0,0,0,3,2,BOX ELDER
115,30115,0,0,0.0,58,58,0,0,59,58,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
116,30116,0,0,0.0,38,0,38,0,38,0,0,38,0,0,0,0,0,0,0,0,0,BOX ELDER
117,30117,21,56,2.6666666666666665,23,23,0,0,47,22,1,0,0,0,0,0,0,0,0,23,1,BOX ELDER
118,30118,4,12,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
119,30119,0,0,0.0,38,0,0,38,39,0,0,0,0,0,38,0,0,0,0,1,0,BOX ELDER
120,30120,24,64,2.6666666666666665,4,2,0,2,23,2,0,0,0,0,0,0,2,0,0,18,1,BOX ELDER
121,30121,49,132,2.693877551020408,4,0,2,2,19,0,0,0,2,0,0,0,2,0,9,4,2,BOX ELDER
122,30122,15,43,2.8666666666666667,2,0,2,0,4,0,0,2,0,0,0,0,0,0,0,1,1,BOX ELDER
123,30123,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
124,30124,74,200,2.702702702702702,2,0,0,2,13,0,0,0,0,0,0,0,2,0,0,7,4,BOX ELDER
125,30125,66,176,2.6666666666666665,73,0,0,73,84,0,0,0,0,14,59,0,0,0,0,7,4,BOX ELDER
126,30126,191,532,2.7853403141361257,9,0,8,1,36,0,0,6,2,0,0,1,0,0,0,15,12,BOX ELDER
127,30127,22,59,2.6818181818181817,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,9,6,BOX ELDER
128,30128,87,235,2.7011494252873565,11,0,9,2,19,0,0,0,9,0,0,0,2,0,0,5,3,BOX ELDER
129,30129,72,194,2.6944444444444446,2,0,0,2,4,0,0,0,0,2,0,0,0,0,0,1,1,BOX ELDER
130,30130,49,137,2.795918367346939,1,0,1,0,11,0,0,1,0,0,0,0,0,0,0,6,4,BOX ELDER
131,30131,119,332,2.7899159663865545,3,0,2,1,12,0,0,2,0,0,0,0,1,0,0,5,4,BOX ELDER
132,30132,35,97,2.771428571428572,4,1,3,0,154,1,0,3,0,0,0,0,0,145,0,3,2,BOX ELDER
133,30133,183,494,2.699453551912568,7,0,0,7,31,0,0,0,0,3,0,0,4,0,0,14,10,BOX ELDER
134,30134,2,5,2.5,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,1,0,BOX ELDER
135,30135,7,17,2.4285714285714284,7,0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,BOX ELDER
136,30136,163,453,2.7791411042944785,42,9,9,24,66,9,0,0,9,11,0,0,13,0,0,14,10,BOX ELDER
137,30137,4,11,2.75,51,0,51,0,52,0,0,0,51,0,0,0,0,0,0,1,0,BOX ELDER
138,30138,160,432,2.7,63,0,11,52,93,0,0,11,0,33,0,3,16,0,0,20,10,BOX ELDER
139,30139,44,122,2.772727272727273,14,0,0,14,58,0,0,0,0,0,14,0,0,0,38,4,2,BOX ELDER
140,30140,3,8,2.6666666666666665,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
141,30141,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
142,30142,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
143,30143,60,161,2.683333333333333,113,39,74,0,167,39,0,13,61,0,0,0,0,0,0,50,4,BOX ELDER
144,30144,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
145,30145,15,38,2.533333333333333,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,BOX ELDER
146,30146,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
147,30147,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
148,30148,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
149,30149,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
150,30150,478,1748,3.6569037656903767,157,56,5,96,211,28,28,1,4,11,50,9,26,0,0,32,22,BOX ELDER
151,30151,35,128,3.657142857142857,23,0,23,0,26,0,0,23,0,0,0,0,0,0,0,2,1,BOX ELDER
152,30152,3,9,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
153,30153,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
