;TAZID,;CO_TAZID,CO_NAME,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
1,30001,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30002,BOX ELDER,17,43,2.5294117647058822,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1
3,30003,BOX ELDER,29,73,2.5172413793103448,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1
4,30004,BOX ELDER,1,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,30005,BOX ELDER,73,213,2.9178082191780823,2,0,0,2,15,0,0,0,0,0,0,2,0,0,0,9,4
6,30006,BOX ELDER,4,10,2.5,8,0,8,0,9,0,0,0,8,0,0,0,0,0,0,1,0
7,30007,BOX ELDER,46,118,2.5652173913043477,35,2,27,6,254,2,0,0,27,0,0,0,6,210,0,5,4
8,30008,BOX ELDER,57,166,2.912280701754386,58,18,0,40,67,18,0,0,0,38,0,0,2,0,0,5,4
9,30009,BOX ELDER,17,44,2.588235294117647,93,0,93,0,96,0,0,0,93,0,0,0,0,0,0,2,1
10,30010,BOX ELDER,25,66,2.64,96,0,96,0,100,0,0,0,96,0,0,0,0,0,0,3,1
11,30011,BOX ELDER,9,25,2.7777777777777777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,30012,BOX ELDER,20,56,2.8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1
13,30013,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,30014,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30015,BOX ELDER,1,3,3.0,269,0,260,9,320,0,0,108,152,0,0,0,9,48,0,3,0
16,30016,BOX ELDER,1,3,3.0,106,0,84,22,114,0,0,7,77,0,0,0,22,0,0,8,0
17,30017,BOX ELDER,4,11,2.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18,30018,BOX ELDER,0,0,0.0,687,0,687,0,696,0,0,462,225,0,0,0,0,0,0,9,0
19,30019,BOX ELDER,280,814,2.907142857142857,28,16,11,1,58,16,0,0,11,1,0,0,0,0,0,17,13
20,30020,BOX ELDER,189,420,2.2222222222222223,127,13,68,46,156,13,0,66,2,0,0,0,46,0,0,17,12
21,30021,BOX ELDER,0,0,0.0,422,0,422,0,428,0,0,382,40,0,0,0,0,0,0,6,0
22,30022,BOX ELDER,3,7,2.3333333333333335,9,0,9,0,9,0,0,9,0,0,0,0,0,0,0,0,0
23,30023,BOX ELDER,4,11,2.75,50,0,50,0,51,0,0,22,28,0,0,0,0,0,0,1,0
24,30024,BOX ELDER,165,480,2.909090909090909,2,0,0,2,19,0,0,0,0,0,0,1,1,0,0,10,7
25,30025,BOX ELDER,327,924,2.8256880733944953,146,6,2,138,205,6,0,0,2,1,115,18,4,0,0,34,25
26,30026,BOX ELDER,205,457,2.229268292682927,203,21,33,149,240,20,1,13,20,0,51,78,20,0,0,23,14
27,30027,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,30028,BOX ELDER,1,3,3.0,77,0,77,0,82,0,0,77,0,0,0,0,0,0,0,5,0
29,30029,BOX ELDER,265,732,2.762264150943396,2,0,2,0,30,0,0,0,2,0,0,0,0,0,0,16,12
30,30030,BOX ELDER,313,563,1.7987220447284344,106,14,8,84,168,14,0,0,8,44,0,31,9,0,0,36,26
31,30031,BOX ELDER,249,507,2.036144578313253,232,74,78,80,273,5,69,78,0,42,0,0,38,0,0,24,17
32,30032,BOX ELDER,92,176,1.9130434782608696,2,0,2,0,22,0,0,0,2,0,0,0,0,0,0,11,9
33,30033,BOX ELDER,154,261,1.6948051948051948,16,0,15,1,42,0,0,0,15,1,0,0,0,0,0,15,11
34,30034,BOX ELDER,201,447,2.2238805970149254,21,2,14,5,54,2,0,14,0,5,0,0,0,0,0,19,14
35,30035,BOX ELDER,301,626,2.079734219269103,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,29,22
36,30036,BOX ELDER,98,215,2.193877551020408,9,0,9,0,25,0,0,2,7,0,0,0,0,0,0,9,7
37,30037,BOX ELDER,0,0,0.0,138,0,127,11,138,0,0,0,127,0,0,0,11,0,0,0,0
38,30038,BOX ELDER,0,0,0.0,1236,0,1311,-75,1501,0,0,1311,0,-101,23,3,0,0,0,265,0
39,30039,BOX ELDER,74,208,2.810810810810811,147,18,0,129,160,18,0,0,0,0,0,3,126,0,0,9,4
40,30040,BOX ELDER,316,569,1.8006329113924051,298,42,22,234,369,40,2,0,22,62,89,27,56,0,0,43,28
41,30041,BOX ELDER,134,274,2.044776119402985,369,227,0,142,395,227,0,0,0,12,0,24,106,0,0,17,9
42,30042,BOX ELDER,82,165,2.0121951219512195,78,0,0,78,91,0,0,0,0,3,0,0,75,0,0,8,5
43,30043,BOX ELDER,192,377,1.9635416666666667,87,0,2,85,122,0,0,0,2,0,43,42,0,0,0,21,14
44,30044,BOX ELDER,100,256,2.56,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,13,9
45,30045,BOX ELDER,112,297,2.6517857142857144,41,0,0,41,51,0,0,0,0,38,0,3,0,0,0,6,4
46,30046,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,30047,BOX ELDER,3,7,2.3333333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,30048,BOX ELDER,10,29,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
49,30049,BOX ELDER,0,0,0.0,114,108,0,6,118,80,28,0,0,0,3,0,3,0,0,4,0
50,30050,BOX ELDER,4,11,2.75,284,1,54,229,780,1,0,12,42,34,142,49,4,0,0,496,0
51,30051,BOX ELDER,7,15,2.142857142857143,89,0,51,38,102,0,0,11,40,26,0,12,0,0,0,13,0
52,30052,BOX ELDER,63,124,1.9682539682539681,1794,0,215,1579,1836,0,0,215,0,0,0,24,1555,0,0,38,4
53,30053,BOX ELDER,276,522,1.891304347826087,1395,344,72,979,1459,306,38,6,66,67,374,64,474,0,0,46,18
54,30054,BOX ELDER,151,402,2.662251655629139,664,55,19,590,706,13,42,18,1,96,242,77,175,0,0,29,13
55,30055,BOX ELDER,155,385,2.4838709677419355,239,0,1,238,272,0,0,1,0,3,220,0,15,0,0,21,12
56,30056,BOX ELDER,48,126,2.625,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3
57,30057,BOX ELDER,64,169,2.640625,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,5
58,30058,BOX ELDER,0,0,0.0,82,0,82,0,103,0,0,82,0,0,0,0,0,0,0,21,0
59,30059,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,30060,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,30061,BOX ELDER,320,967,3.021875,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,22,17
62,30062,BOX ELDER,204,593,2.906862745098039,15,2,0,13,50,2,0,0,0,0,0,0,13,0,0,21,14
63,30063,BOX ELDER,24,58,2.4166666666666665,225,0,0,225,231,0,0,0,0,0,225,0,0,0,0,5,1
64,30064,BOX ELDER,252,762,3.0238095238095237,145,73,0,72,186,0,73,0,0,0,0,50,22,0,0,24,17
65,30065,BOX ELDER,292,656,2.2465753424657535,76,45,0,31,129,45,0,0,0,0,6,1,24,0,0,31,22
66,30066,BOX ELDER,171,322,1.8830409356725146,125,77,0,48,157,56,21,0,0,0,0,8,40,0,0,19,13
67,30067,BOX ELDER,120,291,2.425,135,91,0,44,164,91,0,0,0,3,0,1,40,0,0,17,12
68,30068,BOX ELDER,212,575,2.7122641509433962,43,0,1,42,76,0,0,0,1,0,0,24,18,0,0,19,14
69,30069,BOX ELDER,36,98,2.7222222222222223,22,0,0,22,26,0,0,0,0,0,0,0,22,0,0,3,1
70,30070,BOX ELDER,128,242,1.890625,24,0,0,24,41,0,0,0,0,8,0,1,15,0,0,10,7
71,30071,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,30072,BOX ELDER,91,238,2.6153846153846154,89,2,4,83,106,2,0,0,4,0,0,5,78,0,0,10,7
73,30073,BOX ELDER,4,12,3.0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0
74,30074,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
