;TAZID,;CO_TAZID,CO_NAME,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
1,30001,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30002,BOX ELDER,22,51,2.3181818181818183,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1
3,30003,BOX ELDER,36,85,2.361111111111111,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1
4,30004,BOX ELDER,1,4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,30005,BOX ELDER,94,250,2.6595744680851063,2,0,0,2,17,0,0,0,0,0,0,2,0,0,0,10,5
6,30006,BOX ELDER,5,12,2.4,7,0,7,0,8,0,0,0,7,0,0,0,0,0,0,1,0
7,30007,BOX ELDER,59,139,2.3559322033898304,34,2,25,7,256,2,0,0,25,0,0,0,7,211,0,6,5
8,30008,BOX ELDER,73,195,2.671232876712329,68,21,0,47,79,21,0,0,0,45,0,0,2,0,0,6,5
9,30009,BOX ELDER,22,52,2.3636363636363638,87,0,87,0,90,0,0,0,87,0,0,0,0,0,0,2,1
10,30010,BOX ELDER,33,77,2.3333333333333335,89,0,89,0,93,0,0,0,89,0,0,0,0,0,0,3,1
11,30011,BOX ELDER,12,30,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,30012,BOX ELDER,26,65,2.5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1
13,30013,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,30014,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30015,BOX ELDER,1,4,4.0,272,0,261,11,324,0,0,121,140,0,0,0,11,49,0,3,0
16,30016,BOX ELDER,1,4,4.0,104,0,79,25,113,0,0,8,71,0,0,0,25,0,0,9,0
17,30017,BOX ELDER,5,13,2.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18,30018,BOX ELDER,0,0,0.0,724,0,724,0,734,0,0,516,208,0,0,0,0,0,0,10,0
19,30019,BOX ELDER,358,956,2.670391061452514,29,18,10,1,65,18,0,0,10,1,0,0,0,0,0,19,17
20,30020,BOX ELDER,242,493,2.0371900826446283,142,15,75,52,177,15,0,73,2,0,0,0,52,0,0,19,16
21,30021,BOX ELDER,0,0,0.0,462,0,462,0,469,0,0,425,37,0,0,0,0,0,0,7,0
22,30022,BOX ELDER,4,8,2.0,10,0,10,0,10,0,0,10,0,0,0,0,0,0,0,0,0
23,30023,BOX ELDER,5,13,2.6,51,0,51,0,52,0,0,25,26,0,0,0,0,0,0,1,0
24,30024,BOX ELDER,211,564,2.6729857819905214,2,0,0,2,22,0,0,0,0,0,0,1,1,0,0,11,9
25,30025,BOX ELDER,418,1085,2.5956937799043063,163,7,2,154,232,7,0,0,2,1,128,20,5,0,0,37,32
26,30026,BOX ELDER,262,537,2.049618320610687,224,24,33,167,268,23,1,15,18,0,57,87,23,0,0,26,18
27,30027,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,30028,BOX ELDER,1,4,4.0,86,0,86,0,92,0,0,86,0,0,0,0,0,0,0,6,0
29,30029,BOX ELDER,338,860,2.544378698224852,2,0,2,0,36,0,0,0,2,0,0,0,0,0,0,18,16
30,30030,BOX ELDER,400,661,1.6525,118,16,7,95,190,16,0,0,7,51,0,34,10,0,0,39,33
31,30031,BOX ELDER,318,596,1.8742138364779874,258,79,87,92,306,6,73,87,0,49,0,0,43,0,0,27,21
32,30032,BOX ELDER,117,206,1.7606837606837606,2,0,2,0,26,0,0,0,2,0,0,0,0,0,0,12,12
33,30033,BOX ELDER,197,307,1.5583756345177664,15,0,14,1,47,0,0,0,14,1,0,0,0,0,0,17,15
34,30034,BOX ELDER,256,525,2.05078125,24,2,16,6,63,2,0,16,0,6,0,0,0,0,0,21,18
35,30035,BOX ELDER,384,736,1.9166666666666667,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,31,28
36,30036,BOX ELDER,125,252,2.016,8,0,8,0,27,0,0,2,6,0,0,0,0,0,0,10,9
37,30037,BOX ELDER,0,0,0.0,131,0,118,13,131,0,0,0,118,0,0,0,13,0,0,0,0
38,30038,BOX ELDER,0,0,0.0,1374,0,1462,-88,1667,0,0,1462,0,-118,26,4,0,0,0,293,0
39,30039,BOX ELDER,95,244,2.568421052631579,168,21,0,147,183,21,0,0,0,0,0,3,144,0,0,10,5
40,30040,BOX ELDER,404,668,1.6534653465346534,333,48,20,265,416,46,2,0,20,72,99,31,63,0,0,47,36
41,30041,BOX ELDER,172,322,1.872093023255814,420,258,0,162,451,258,0,0,0,14,0,27,121,0,0,19,12
42,30042,BOX ELDER,104,194,1.8653846153846154,89,0,0,89,105,0,0,0,0,4,0,0,85,0,0,9,7
43,30043,BOX ELDER,245,443,1.8081632653061224,97,0,2,95,139,0,0,0,2,0,48,47,0,0,0,24,18
44,30044,BOX ELDER,128,301,2.3515625,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,15,12
45,30045,BOX ELDER,143,348,2.4335664335664338,48,0,0,48,60,0,0,0,0,45,0,3,0,0,0,7,5
46,30046,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,30047,BOX ELDER,4,8,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,30048,BOX ELDER,13,34,2.6153846153846154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
49,30049,BOX ELDER,0,0,0.0,126,119,0,7,131,90,29,0,0,0,3,0,4,0,0,5,0
50,30050,BOX ELDER,5,13,2.6,311,1,53,257,860,1,0,14,39,40,158,54,5,0,0,549,0
51,30051,BOX ELDER,9,18,2.0,94,0,49,45,109,0,0,12,37,31,0,14,0,0,0,15,0
52,30052,BOX ELDER,81,146,1.8024691358024691,2038,0,239,1799,2084,0,0,239,0,0,0,27,1772,0,0,41,5
53,30053,BOX ELDER,353,614,1.7393767705382437,1561,387,68,1106,1633,347,40,7,61,78,417,71,540,0,0,50,22
54,30054,BOX ELDER,193,473,2.4507772020725387,748,59,21,668,796,15,44,20,1,113,270,86,199,0,0,31,17
55,30055,BOX ELDER,198,452,2.282828282828283,267,0,1,266,307,0,0,1,0,4,245,0,17,0,0,24,16
56,30056,BOX ELDER,61,148,2.4262295081967213,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,4
57,30057,BOX ELDER,82,199,2.426829268292683,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,9,7
58,30058,BOX ELDER,0,0,0.0,91,0,91,0,115,0,0,91,0,0,0,0,0,0,0,24,0
59,30059,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,30060,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,30061,BOX ELDER,409,1136,2.7775061124694376,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,25,21
62,30062,BOX ELDER,260,696,2.6769230769230767,17,2,0,15,59,2,0,0,0,0,0,0,15,0,0,24,18
63,30063,BOX ELDER,31,67,2.161290322580645,251,0,0,251,258,0,0,0,0,0,251,0,0,0,0,6,1
64,30064,BOX ELDER,322,894,2.7763975155279503,157,76,0,81,205,0,76,0,0,0,0,56,25,0,0,27,21
65,30065,BOX ELDER,374,770,2.0588235294117645,87,51,0,36,149,51,0,0,0,0,7,1,28,0,0,34,28
66,30066,BOX ELDER,219,378,1.726027397260274,140,86,0,54,178,64,22,0,0,0,0,9,45,0,0,21,17
67,30067,BOX ELDER,154,341,2.2142857142857144,153,103,0,50,188,103,0,0,0,4,0,1,45,0,0,19,16
68,30068,BOX ELDER,271,675,2.4907749077490773,49,0,1,48,88,0,0,0,1,0,0,27,21,0,0,21,18
69,30069,BOX ELDER,46,115,2.5,25,0,0,25,29,0,0,0,0,0,0,0,25,0,0,3,1
70,30070,BOX ELDER,164,284,1.7317073170731707,28,0,0,28,48,0,0,0,0,10,0,1,17,0,0,11,9
71,30071,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,30072,BOX ELDER,116,280,2.413793103448276,101,2,4,95,121,2,0,0,4,0,0,6,89,0,0,11,9
73,30073,BOX ELDER,5,14,2.8,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0
74,30074,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,30075,BOX ELDER,210,583,2.776190476190476,197,20,0,177,228,6,14,0,0,0,52,108,17,0,0,19,12
76,30076,BOX ELDER,138,383,2.7753623188405796,9,0,0,9,25,0,0,0,0,0,0,7,2,0,0,9,7
