;TAZID,;CO_TAZID,CO_NAME,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
1,30001,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30002,BOX ELDER,19,46,2.4210526315789473,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1
3,30003,BOX ELDER,32,77,2.40625,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1
4,30004,BOX ELDER,1,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,30005,BOX ELDER,81,226,2.7901234567901234,2,0,0,2,16,0,0,0,0,0,0,2,0,0,0,9,5
6,30006,BOX ELDER,5,11,2.2,8,0,8,0,9,0,0,0,8,0,0,0,0,0,0,1,0
7,30007,BOX ELDER,51,126,2.4705882352941178,36,2,27,7,257,2,0,0,27,0,0,0,7,211,0,5,5
8,30008,BOX ELDER,63,177,2.8095238095238093,61,19,0,42,71,19,0,0,0,40,0,0,2,0,0,5,5
9,30009,BOX ELDER,19,47,2.473684210526316,90,0,90,0,93,0,0,0,90,0,0,0,0,0,0,2,1
10,30010,BOX ELDER,28,70,2.5,93,0,93,0,97,0,0,0,93,0,0,0,0,0,0,3,1
11,30011,BOX ELDER,10,27,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,30012,BOX ELDER,23,59,2.5652173913043477,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1
13,30013,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,30014,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30015,BOX ELDER,1,3,3.0,270,0,260,10,322,0,0,114,146,0,0,0,10,49,0,3,0
16,30016,BOX ELDER,1,3,3.0,106,0,82,24,114,0,0,8,74,0,0,0,24,0,0,8,0
17,30017,BOX ELDER,5,12,2.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18,30018,BOX ELDER,0,0,0.0,704,0,704,0,713,0,0,488,216,0,0,0,0,0,0,9,0
19,30019,BOX ELDER,311,866,2.784565916398714,28,17,10,1,60,17,0,0,10,1,0,0,0,0,0,17,15
20,30020,BOX ELDER,210,446,2.123809523809524,134,14,71,49,165,14,0,69,2,0,0,0,49,0,0,17,14
21,30021,BOX ELDER,0,0,0.0,441,0,441,0,447,0,0,402,39,0,0,0,0,0,0,6,0
22,30022,BOX ELDER,3,8,2.6666666666666665,10,0,10,0,10,0,0,10,0,0,0,0,0,0,0,0,0
23,30023,BOX ELDER,5,12,2.4,51,0,51,0,52,0,0,24,27,0,0,0,0,0,0,1,0
24,30024,BOX ELDER,183,511,2.7923497267759565,2,0,0,2,20,0,0,0,0,0,0,1,1,0,0,10,8
25,30025,BOX ELDER,363,983,2.7079889807162534,152,6,2,144,213,6,0,0,2,1,120,19,4,0,0,34,27
26,30026,BOX ELDER,227,486,2.140969162995595,214,22,33,159,253,21,1,14,19,0,54,83,22,0,0,23,16
27,30027,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,30028,BOX ELDER,1,3,3.0,81,0,81,0,86,0,0,81,0,0,0,0,0,0,0,5,0
29,30029,BOX ELDER,294,779,2.6496598639455784,2,0,2,0,32,0,0,0,2,0,0,0,0,0,0,16,14
30,30030,BOX ELDER,347,599,1.7262247838616716,111,15,8,88,175,15,0,0,8,46,0,32,10,0,0,36,28
31,30031,BOX ELDER,276,540,1.9565217391304348,242,76,82,84,284,5,71,82,0,44,0,0,40,0,0,24,18
32,30032,BOX ELDER,102,187,1.8333333333333333,2,0,2,0,23,0,0,0,2,0,0,0,0,0,0,11,10
33,30033,BOX ELDER,171,278,1.6257309941520468,15,0,14,1,42,0,0,0,14,1,0,0,0,0,0,15,12
34,30034,BOX ELDER,223,475,2.1300448430493275,22,2,15,5,57,2,0,15,0,5,0,0,0,0,0,19,16
35,30035,BOX ELDER,333,666,2.0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,28,24
36,30036,BOX ELDER,108,228,2.111111111111111,9,0,9,0,26,0,0,2,7,0,0,0,0,0,0,9,8
37,30037,BOX ELDER,0,0,0.0,134,0,122,12,134,0,0,0,122,0,0,0,12,0,0,0,0
38,30038,BOX ELDER,0,0,0.0,1304,0,1383,-79,1569,0,0,1383,0,-106,24,3,0,0,0,265,0
39,30039,BOX ELDER,82,221,2.6951219512195124,158,19,0,139,171,19,0,0,0,0,0,3,136,0,0,9,4
40,30040,BOX ELDER,350,605,1.7285714285714286,312,44,21,247,386,42,2,0,21,65,93,29,60,0,0,43,31
