;TAZID,;CO_TAZID,CO_NAME,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
1,30001,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30002,BOX ELDER,20,48,2.4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1
3,30003,BOX ELDER,33,80,2.4242424242424243,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1
4,30004,BOX ELDER,1,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,30005,BOX ELDER,85,234,2.7529411764705882,2,0,0,2,16,0,0,0,0,0,0,2,0,0,0,9,5
6,30006,BOX ELDER,5,11,2.2,7,0,7,0,8,0,0,0,7,0,0,0,0,0,0,1,0
7,30007,BOX ELDER,53,130,2.452830188679245,35,2,26,7,257,2,0,0,26,0,0,0,7,212,0,5,5
8,30008,BOX ELDER,66,183,2.772727272727273,64,20,0,44,74,20,0,0,0,42,0,0,2,0,0,5,5
9,30009,BOX ELDER,20,49,2.45,89,0,89,0,92,0,0,0,89,0,0,0,0,0,0,2,1
10,30010,BOX ELDER,30,72,2.4,92,0,92,0,96,0,0,0,92,0,0,0,0,0,0,3,1
11,30011,BOX ELDER,11,28,2.5454545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,30012,BOX ELDER,24,61,2.5416666666666665,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1
13,30013,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,30014,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30015,BOX ELDER,1,3,3.0,270,0,260,10,322,0,0,116,144,0,0,0,10,49,0,3,0
16,30016,BOX ELDER,1,3,3.0,106,0,81,25,114,0,0,8,73,0,0,0,25,0,0,8,0
17,30017,BOX ELDER,5,12,2.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18,30018,BOX ELDER,0,0,0.0,709,0,709,0,718,0,0,495,214,0,0,0,0,0,0,9,0
19,30019,BOX ELDER,325,895,2.753846153846154,28,17,10,1,60,17,0,0,10,1,0,0,0,0,0,17,15
20,30020,BOX ELDER,220,461,2.0954545454545452,136,14,72,50,167,14,0,70,2,0,0,0,50,0,0,17,14
21,30021,BOX ELDER,0,0,0.0,446,0,446,0,452,0,0,408,38,0,0,0,0,0,0,6,0
22,30022,BOX ELDER,4,8,2.0,10,0,10,0,10,0,0,10,0,0,0,0,0,0,0,0,0
23,30023,BOX ELDER,5,12,2.4,51,0,51,0,52,0,0,24,27,0,0,0,0,0,0,1,0
