;TAZID,;CO_TAZID,CO_NAME,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
1,30001,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30002,BOX ELDER,18,44,2.4444444444444446,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1
3,30003,BOX ELDER,30,74,2.466666666666667,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1
4,30004,BOX ELDER,1,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,30005,BOX ELDER,76,217,2.8552631578947367,2,0,0,2,15,0,0,0,0,0,0,2,0,0,0,9,4
6,30006,BOX ELDER,4,10,2.5,8,0,8,0,9,0,0,0,8,0,0,0,0,0,0,1,0
7,30007,BOX ELDER,48,121,2.5208333333333335,35,2,27,6,255,2,0,0,27,0,0,0,6,211,0,5,4
8,30008,BOX ELDER,59,170,2.8813559322033897,59,18,0,41,68,18,0,0,0,39,0,0,2,0,0,5,4
9,30009,BOX ELDER,18,45,2.5,92,0,92,0,95,0,0,0,92,0,0,0,0,0,0,2,1
10,30010,BOX ELDER,26,67,2.576923076923077,95,0,95,0,99,0,0,0,95,0,0,0,0,0,0,3,1
11,30011,BOX ELDER,10,26,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,30012,BOX ELDER,21,57,2.7142857142857144,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1
13,30013,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,30014,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30015,BOX ELDER,1,3,3.0,269,0,260,9,320,0,0,111,149,0,0,0,9,48,0,3,0
16,30016,BOX ELDER,1,3,3.0,105,0,82,23,113,0,0,7,75,0,0,0,23,0,0,8,0
17,30017,BOX ELDER,4,11,2.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18,30018,BOX ELDER,0,0,0.0,694,0,694,0,703,0,0,473,221,0,0,0,0,0,0,9,0
19,30019,BOX ELDER,290,831,2.8655172413793104,28,16,11,1,59,16,0,0,11,1,0,0,0,0,0,17,14
20,30020,BOX ELDER,196,428,2.183673469387755,129,13,69,47,159,13,0,67,2,0,0,0,47,0,0,17,13
21,30021,BOX ELDER,0,0,0.0,430,0,430,0,436,0,0,390,40,0,0,0,0,0,0,6,0
22,30022,BOX ELDER,3,7,2.3333333333333335,9,0,9,0,9,0,0,9,0,0,0,0,0,0,0,0,0
23,30023,BOX ELDER,4,11,2.75,51,0,51,0,52,0,0,23,28,0,0,0,0,0,0,1,0
24,30024,BOX ELDER,171,490,2.865497076023392,2,0,0,2,19,0,0,0,0,0,0,1,1,0,0,10,7
25,30025,BOX ELDER,339,943,2.781710914454277,149,6,2,141,208,6,0,0,2,1,117,19,4,0,0,34,25
26,30026,BOX ELDER,212,466,2.19811320754717,207,22,32,153,245,21,1,13,19,0,52,80,21,0,0,23,15
27,30027,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,30028,BOX ELDER,1,3,3.0,79,0,79,0,84,0,0,79,0,0,0,0,0,0,0,5,0
29,30029,BOX ELDER,274,747,2.7262773722627736,2,0,2,0,31,0,0,0,2,0,0,0,0,0,0,16,13
30,30030,BOX ELDER,324,574,1.771604938271605,106,14,8,84,168,14,0,0,8,44,0,31,9,0,0,36,26
31,30031,BOX ELDER,258,518,2.007751937984496,235,75,80,80,277,5,70,80,0,42,0,0,38,0,0,25,17
32,30032,BOX ELDER,95,179,1.8842105263157896,2,0,2,0,23,0,0,0,2,0,0,0,0,0,0,11,10
33,30033,BOX ELDER,159,267,1.679245283018868,15,0,14,1,42,0,0,0,14,1,0,0,0,0,0,15,12
34,30034,BOX ELDER,208,456,2.1923076923076925,22,2,15,5,56,2,0,15,0,5,0,0,0,0,0,19,15
35,30035,BOX ELDER,311,639,2.054662379421222,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,29,22
36,30036,BOX ELDER,101,219,2.1683168316831685,9,0,9,0,25,0,0,2,7,0,0,0,0,0,0,9,7
37,30037,BOX ELDER,0,0,0.0,136,0,125,11,136,0,0,0,125,0,0,0,11,0,0,0,0
38,30038,BOX ELDER,0,0,0.0,1265,0,1341,-76,1530,0,0,1341,0,-103,24,3,0,0,0,265,0
39,30039,BOX ELDER,77,212,2.7532467532467533,150,18,0,132,163,18,0,0,0,0,0,3,129,0,0,9,4
40,30040,BOX ELDER,327,581,1.7767584097859328,302,43,21,238,374,41,2,0,21,63,90,28,57,0,0,43,29
41,30041,BOX ELDER,139,280,2.014388489208633,377,231,0,146,404,231,0,0,0,12,0,25,109,0,0,17,10
42,30042,BOX ELDER,84,169,2.011904761904762,80,0,0,80,93,0,0,0,0,3,0,0,77,0,0,8,5
43,30043,BOX ELDER,198,385,1.9444444444444444,88,0,2,86,124,0,0,0,2,0,44,42,0,0,0,21,15
44,30044,BOX ELDER,103,262,2.5436893203883497,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,13,10
45,30045,BOX ELDER,116,303,2.6120689655172415,42,0,0,42,52,0,0,0,0,39,0,3,0,0,0,6,4
46,30046,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,30047,BOX ELDER,3,7,2.3333333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,30048,BOX ELDER,11,30,2.727272727272727,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
49,30049,BOX ELDER,0,0,0.0,115,109,0,6,119,81,28,0,0,0,3,0,3,0,0,4,0
