;TAZID,;CO_TAZID,CO_NAME,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
1,30001,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30002,BOX ELDER,19,45,2.3684210526315788,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1
3,30003,BOX ELDER,31,76,2.4516129032258065,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1
4,30004,BOX ELDER,1,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,30005,BOX ELDER,79,222,2.810126582278481,2,0,0,2,16,0,0,0,0,0,0,2,0,0,0,9,5
6,30006,BOX ELDER,4,11,2.75,8,0,8,0,9,0,0,0,8,0,0,0,0,0,0,1,0
7,30007,BOX ELDER,49,123,2.510204081632653,35,2,27,6,255,2,0,0,27,0,0,0,6,211,0,5,4
8,30008,BOX ELDER,61,174,2.8524590163934427,61,19,0,42,70,19,0,0,0,40,0,0,2,0,0,5,4
9,30009,BOX ELDER,19,46,2.4210526315789473,91,0,91,0,94,0,0,0,91,0,0,0,0,0,0,2,1
10,30010,BOX ELDER,27,68,2.5185185185185186,94,0,94,0,98,0,0,0,94,0,0,0,0,0,0,3,1
11,30011,BOX ELDER,10,26,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,30012,BOX ELDER,22,58,2.6363636363636362,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1
13,30013,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,30014,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30015,BOX ELDER,1,3,3.0,270,0,260,10,322,0,0,113,147,0,0,0,10,49,0,3,0
16,30016,BOX ELDER,1,3,3.0,105,0,82,23,113,0,0,7,75,0,0,0,23,0,0,8,0
17,30017,BOX ELDER,4,12,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18,30018,BOX ELDER,0,0,0.0,699,0,699,0,708,0,0,481,218,0,0,0,0,0,0,9,0
19,30019,BOX ELDER,301,849,2.820598006644518,28,17,10,1,59,17,0,0,10,1,0,0,0,0,0,17,14
20,30020,BOX ELDER,203,438,2.1576354679802954,133,14,71,48,163,14,0,69,2,0,0,0,48,0,0,17,13
21,30021,BOX ELDER,0,0,0.0,436,0,436,0,442,0,0,397,39,0,0,0,0,0,0,6,0
22,30022,BOX ELDER,3,7,2.3333333333333335,10,0,10,0,10,0,0,10,0,0,0,0,0,0,0,0,0
23,30023,BOX ELDER,4,12,3.0,51,0,51,0,52,0,0,23,28,0,0,0,0,0,0,1,0
