;TAZID,;CO_TAZID,CO_NAME,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
1,30001,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30002,BOX ELDER,26,56,2.1538461538461537,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,2
3,30003,BOX ELDER,42,93,2.2142857142857144,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,2
4,30004,BOX ELDER,2,4,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,30005,BOX ELDER,108,274,2.537037037037037,2,0,0,2,20,0,0,0,0,0,0,2,0,0,0,12,6
6,30006,BOX ELDER,6,13,2.1666666666666665,7,0,7,0,8,0,0,0,7,0,0,0,0,0,0,1,0
7,30007,BOX ELDER,68,152,2.235294117647059,33,2,24,7,252,2,0,0,24,0,0,0,7,207,0,6,6
8,30008,BOX ELDER,84,214,2.5476190476190474,70,21,0,49,82,21,0,0,0,47,0,0,2,0,0,6,6
9,30009,BOX ELDER,26,57,2.1923076923076925,83,0,83,0,88,0,0,0,83,0,0,0,0,0,0,3,2
10,30010,BOX ELDER,38,84,2.210526315789474,86,0,86,0,92,0,0,0,86,0,0,0,0,0,0,4,2
11,30011,BOX ELDER,14,32,2.2857142857142856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,30012,BOX ELDER,30,71,2.3666666666666667,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,2
13,30013,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,30014,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30015,BOX ELDER,2,4,2.0,271,0,260,11,323,0,0,125,135,0,0,0,11,48,0,4,0
16,30016,BOX ELDER,2,4,2.0,102,0,76,26,112,0,0,8,68,0,0,0,26,0,0,10,0
17,30017,BOX ELDER,6,14,2.3333333333333335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18,30018,BOX ELDER,0,0,0.0,733,0,733,0,745,0,0,534,199,0,0,0,0,0,0,12,0
19,30019,BOX ELDER,412,1047,2.54126213592233,30,19,10,1,71,19,0,0,10,1,0,0,0,0,0,22,19
20,30020,BOX ELDER,279,540,1.935483870967742,146,15,78,53,186,15,0,76,2,0,0,0,53,0,0,22,18
21,30021,BOX ELDER,0,0,0.0,477,0,477,0,485,0,0,441,36,0,0,0,0,0,0,8,0
22,30022,BOX ELDER,5,9,1.8,11,0,11,0,11,0,0,11,0,0,0,0,0,0,0,0,0
23,30023,BOX ELDER,6,14,2.3333333333333335,51,0,51,0,52,0,0,26,25,0,0,0,0,0,0,1,0
24,30024,BOX ELDER,243,617,2.539094650205761,2,0,0,2,25,0,0,0,0,0,0,1,1,0,0,13,10
25,30025,BOX ELDER,481,1188,2.4698544698544698,170,7,2,161,248,7,0,0,2,1,134,21,5,0,0,42,36
26,30026,BOX ELDER,301,588,1.9534883720930232,230,25,32,173,280,24,1,15,17,0,60,89,24,0,0,29,21
27,30027,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,30028,BOX ELDER,2,4,2.0,89,0,89,0,95,0,0,89,0,0,0,0,0,0,0,6,0
29,30029,BOX ELDER,390,942,2.4153846153846152,2,0,2,0,40,0,0,0,2,0,0,0,0,0,0,20,18
30,30030,BOX ELDER,460,724,1.5739130434782609,122,16,7,99,204,16,0,0,7,53,0,35,11,0,0,45,37
31,30031,BOX ELDER,366,652,1.7814207650273224,262,77,90,95,317,6,71,90,0,51,0,0,44,0,0,31,24
32,30032,BOX ELDER,135,226,1.674074074074074,2,0,2,0,29,0,0,0,2,0,0,0,0,0,0,14,13
33,30033,BOX ELDER,226,336,1.4867256637168142,14,0,13,1,49,0,0,0,13,1,0,0,0,0,0,19,16
34,30034,BOX ELDER,295,575,1.9491525423728813,24,2,16,6,69,2,0,16,0,6,0,0,0,0,0,24,21
35,30035,BOX ELDER,442,806,1.8235294117647058,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,36,31
36,30036,BOX ELDER,144,276,1.9166666666666667,8,0,8,0,30,0,0,2,6,0,0,0,0,0,0,12,10
37,30037,BOX ELDER,0,0,0.0,126,0,113,13,126,0,0,0,113,0,0,0,13,0,0,0,0
38,30038,BOX ELDER,0,0,0.0,1423,0,1515,-92,1759,0,0,1515,0,-123,27,4,0,0,0,336,0
39,30039,BOX ELDER,109,267,2.44954128440367,173,21,0,152,191,21,0,0,0,0,0,4,148,0,0,12,6
40,30040,BOX ELDER,465,732,1.5741935483870968,343,49,19,275,437,47,2,0,19,75,104,31,65,0,0,54,40
41,30041,BOX ELDER,198,353,1.7828282828282829,434,266,0,168,469,266,0,0,0,15,0,28,125,0,0,22,13
42,30042,BOX ELDER,120,213,1.775,92,0,0,92,110,0,0,0,0,4,0,0,88,0,0,10,8
43,30043,BOX ELDER,282,485,1.7198581560283688,101,0,2,99,149,0,0,0,2,0,51,48,0,0,0,27,21
44,30044,BOX ELDER,147,329,2.238095238095238,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,17,13
45,30045,BOX ELDER,165,381,2.309090909090909,51,0,0,51,65,0,0,0,0,47,0,4,0,0,0,8,6
46,30046,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,30047,BOX ELDER,5,9,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,30048,BOX ELDER,15,38,2.533333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
49,30049,BOX ELDER,0,0,0.0,130,122,0,8,135,93,29,0,0,0,4,0,4,0,0,5,0
50,30050,BOX ELDER,6,14,2.3333333333333335,321,1,51,269,951,1,0,14,37,42,166,56,5,0,0,630,0
51,30051,BOX ELDER,11,19,1.7272727272727273,95,0,49,46,112,0,0,13,36,32,0,14,0,0,0,17,0
52,30052,BOX ELDER,93,160,1.7204301075268817,2101,0,248,1853,2154,0,0,248,0,0,0,28,1825,0,0,47,6
53,30053,BOX ELDER,406,672,1.6551724137931034,1609,397,65,1147,1692,358,39,7,58,81,437,73,556,0,0,58,25
54,30054,BOX ELDER,222,518,2.3333333333333335,773,58,22,693,828,15,43,21,1,117,283,88,205,0,0,36,19
55,30055,BOX ELDER,228,496,2.175438596491228,280,0,1,279,325,0,0,1,0,4,257,0,18,0,0,27,18
56,30056,BOX ELDER,71,162,2.2816901408450705,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,5
