;TAZID,;CO_TAZID,CO_NAME,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
1,30001,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30002,BOX ELDER,24,54,2.25,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,2
3,30003,BOX ELDER,40,90,2.25,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,2
4,30004,BOX ELDER,1,4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,30005,BOX ELDER,102,264,2.588235294117647,2,0,0,2,19,0,0,0,0,0,0,2,0,0,0,11,6
6,30006,BOX ELDER,6,13,2.1666666666666665,7,0,7,0,8,0,0,0,7,0,0,0,0,0,0,1,0
7,30007,BOX ELDER,64,147,2.296875,34,2,25,7,256,2,0,0,25,0,0,0,7,210,0,6,6
8,30008,BOX ELDER,79,207,2.6202531645569622,69,21,0,48,81,21,0,0,0,46,0,0,2,0,0,6,6
9,30009,BOX ELDER,24,55,2.2916666666666665,84,0,84,0,88,0,0,0,84,0,0,0,0,0,0,2,2
10,30010,BOX ELDER,36,81,2.25,87,0,87,0,93,0,0,0,87,0,0,0,0,0,0,4,2
11,30011,BOX ELDER,13,31,2.3846153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,30012,BOX ELDER,28,69,2.4642857142857144,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,2
13,30013,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,30014,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30015,BOX ELDER,1,4,4.0,272,0,261,11,324,0,0,124,137,0,0,0,11,48,0,4,0
16,30016,BOX ELDER,1,4,4.0,103,0,77,26,113,0,0,8,69,0,0,0,26,0,0,10,0
17,30017,BOX ELDER,6,14,2.3333333333333335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18,30018,BOX ELDER,0,0,0.0,730,0,730,0,741,0,0,528,202,0,0,0,0,0,0,11,0
19,30019,BOX ELDER,390,1012,2.594871794871795,30,19,10,1,70,19,0,0,10,1,0,0,0,0,0,21,19
20,30020,BOX ELDER,264,521,1.9734848484848484,145,15,77,53,183,15,0,75,2,0,0,0,53,0,0,21,17
21,30021,BOX ELDER,0,0,0.0,471,0,471,0,479,0,0,435,36,0,0,0,0,0,0,8,0
22,30022,BOX ELDER,4,9,2.25,10,0,10,0,10,0,0,10,0,0,0,0,0,0,0,0,0
23,30023,BOX ELDER,6,14,2.3333333333333335,51,0,51,0,52,0,0,25,26,0,0,0,0,0,0,1,0
24,30024,BOX ELDER,230,597,2.5956521739130434,2,0,0,2,25,0,0,0,0,0,0,1,1,0,0,13,10
25,30025,BOX ELDER,456,1148,2.517543859649123,169,7,2,160,244,7,0,0,2,1,133,21,5,0,0,41,34
26,30026,BOX ELDER,285,568,1.9929824561403509,229,25,33,171,278,24,1,15,18,0,59,89,23,0,0,29,20
27,30027,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,30028,BOX ELDER,1,4,4.0,88,0,88,0,94,0,0,88,0,0,0,0,0,0,0,6,0
29,30029,BOX ELDER,369,910,2.4661246612466123,2,0,2,0,39,0,0,0,2,0,0,0,0,0,0,20,17
30,30030,BOX ELDER,436,699,1.603211009174312,121,16,7,98,201,16,0,0,7,52,0,35,11,0,0,44,36
31,30031,BOX ELDER,346,631,1.823699421965318,260,78,89,93,313,6,72,89,0,50,0,0,43,0,0,30,23
32,30032,BOX ELDER,128,218,1.703125,2,0,2,0,29,0,0,0,2,0,0,0,0,0,0,14,13
33,30033,BOX ELDER,214,325,1.5186915887850467,14,0,13,1,49,0,0,0,13,1,0,0,0,0,0,19,16
34,30034,BOX ELDER,280,555,1.9821428571428572,24,2,16,6,68,2,0,16,0,6,0,0,0,0,0,24,20
35,30035,BOX ELDER,419,778,1.8568019093078758,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,35,30
36,30036,BOX ELDER,136,267,1.963235294117647,8,0,8,0,29,0,0,2,6,0,0,0,0,0,0,11,10
37,30037,BOX ELDER,0,0,0.0,127,0,114,13,127,0,0,0,114,0,0,0,13,0,0,0,0
38,30038,BOX ELDER,0,0,0.0,1405,0,1497,-92,1733,0,0,1497,0,-122,27,3,0,0,0,328,0
39,30039,BOX ELDER,104,258,2.480769230769231,171,21,0,150,188,21,0,0,0,0,0,3,147,0,0,11,6
40,30040,BOX ELDER,440,707,1.606818181818182,340,49,19,272,432,47,2,0,19,74,102,31,65,0,0,53,39
41,30041,BOX ELDER,187,341,1.8235294117647058,431,264,0,167,465,264,0,0,0,15,0,28,124,0,0,21,13
42,30042,BOX ELDER,114,206,1.8070175438596492,91,0,0,91,108,0,0,0,0,4,0,0,87,0,0,10,7
43,30043,BOX ELDER,267,469,1.756554307116105,99,0,2,97,145,0,0,0,2,0,50,47,0,0,0,26,20
44,30044,BOX ELDER,139,318,2.287769784172662,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,16,13
45,30045,BOX ELDER,156,369,2.3653846153846154,49,0,0,49,63,0,0,0,0,46,0,3,0,0,0,8,6
46,30046,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,30047,BOX ELDER,4,9,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,30048,BOX ELDER,14,36,2.5714285714285716,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
49,30049,BOX ELDER,0,0,0.0,128,121,0,7,133,92,29,0,0,0,4,0,3,0,0,5,0
50,30050,BOX ELDER,6,14,2.3333333333333335,319,1,52,266,933,1,0,14,38,42,164,55,5,0,0,614,0
51,30051,BOX ELDER,10,19,1.9,95,0,49,46,111,0,0,13,36,32,0,14,0,0,0,16,0
52,30052,BOX ELDER,88,154,1.75,2083,0,245,1838,2135,0,0,245,0,0,0,28,1810,0,0,46,6
53,30053,BOX ELDER,385,649,1.6857142857142857,1596,394,66,1136,1676,355,39,7,59,80,431,73,552,0,0,56,24
54,30054,BOX ELDER,210,500,2.380952380952381,768,59,22,687,822,15,44,21,1,116,279,88,204,0,0,35,19
55,30055,BOX ELDER,216,479,2.2175925925925926,276,0,1,275,319,0,0,1,0,4,253,0,18,0,0,26,17
56,30056,BOX ELDER,67,157,2.343283582089552,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,4
57,30057,BOX ELDER,89,211,2.3707865168539324,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,10,7
58,30058,BOX ELDER,0,0,0.0,93,0,93,0,119,0,0,93,0,0,0,0,0,0,0,26,0
59,30059,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,30060,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
