;TAZID,;CO_TAZID,CO_NAME,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
1,30001,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30002,BOX ELDER,26,57,2.1923076923076925,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,2
3,30003,BOX ELDER,43,95,2.2093023255813953,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,2
4,30004,BOX ELDER,2,4,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,30005,BOX ELDER,111,278,2.5045045045045047,2,0,0,2,20,0,0,0,0,0,0,2,0,0,0,12,6
6,30006,BOX ELDER,6,13,2.1666666666666665,7,0,7,0,8,0,0,0,7,0,0,0,0,0,0,1,0
7,30007,BOX ELDER,69,154,2.2318840579710146,34,3,24,7,254,3,0,0,24,0,0,0,7,207,0,7,6
8,30008,BOX ELDER,86,218,2.5348837209302326,70,21,0,49,83,21,0,0,0,47,0,0,2,0,0,7,6
9,30009,BOX ELDER,26,58,2.230769230769231,82,0,82,0,87,0,0,0,82,0,0,0,0,0,0,3,2
10,30010,BOX ELDER,38,86,2.263157894736842,85,0,85,0,91,0,0,0,85,0,0,0,0,0,0,4,2
11,30011,BOX ELDER,14,33,2.357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,30012,BOX ELDER,31,73,2.3548387096774195,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,2
13,30013,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,30014,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30015,BOX ELDER,2,4,2.0,270,0,259,11,321,0,0,126,133,0,0,0,11,47,0,4,0
16,30016,BOX ELDER,2,4,2.0,102,0,76,26,112,0,0,8,68,0,0,0,26,0,0,10,0
17,30017,BOX ELDER,6,14,2.3333333333333335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18,30018,BOX ELDER,0,0,0.0,736,0,736,0,748,0,0,538,198,0,0,0,0,0,0,12,0
19,30019,BOX ELDER,423,1064,2.5153664302600474,30,19,10,1,72,19,0,0,10,1,0,0,0,0,0,22,20
20,30020,BOX ELDER,286,549,1.9195804195804196,148,15,79,54,188,15,0,77,2,0,0,0,54,0,0,22,18
21,30021,BOX ELDER,0,0,0.0,479,0,479,0,487,0,0,444,35,0,0,0,0,0,0,8,0
22,30022,BOX ELDER,5,9,1.8,11,0,11,0,11,0,0,11,0,0,0,0,0,0,0,0,0
23,30023,BOX ELDER,6,14,2.3333333333333335,51,0,51,0,52,0,0,26,25,0,0,0,0,0,0,1,0
24,30024,BOX ELDER,249,628,2.5220883534136544,2,0,0,2,26,0,0,0,0,0,0,1,1,0,0,13,11
25,30025,BOX ELDER,494,1208,2.445344129554656,172,7,2,163,252,7,0,0,2,1,136,21,5,0,0,43,37
26,30026,BOX ELDER,309,597,1.9320388349514563,232,25,32,175,283,24,1,15,17,0,61,90,24,0,0,30,21
27,30027,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,30028,BOX ELDER,1,4,4.0,89,0,89,0,96,0,0,89,0,0,0,0,0,0,0,7,0
29,30029,BOX ELDER,400,957,2.3925,2,0,2,0,41,0,0,0,2,0,0,0,0,0,0,21,18
30,30030,BOX ELDER,472,736,1.5593220338983051,123,17,7,99,207,17,0,0,7,53,0,35,11,0,0,46,38
31,30031,BOX ELDER,375,663,1.768,262,76,91,95,317,6,70,91,0,51,0,0,44,0,0,31,24
32,30032,BOX ELDER,138,229,1.6594202898550725,2,0,2,0,30,0,0,0,2,0,0,0,0,0,0,14,14
33,30033,BOX ELDER,232,342,1.4741379310344827,14,0,13,1,51,0,0,0,13,1,0,0,0,0,0,20,17
34,30034,BOX ELDER,303,584,1.9273927392739274,25,2,17,6,71,2,0,17,0,6,0,0,0,0,0,25,21
35,30035,BOX ELDER,454,819,1.803964757709251,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,36,32
36,30036,BOX ELDER,148,281,1.8986486486486487,8,0,8,0,31,0,0,2,6,0,0,0,0,0,0,12,11
37,30037,BOX ELDER,0,0,0.0,125,0,112,13,125,0,0,0,112,0,0,0,13,0,0,0,0
38,30038,BOX ELDER,0,0,0.0,1432,0,1525,-93,1773,0,0,1525,0,-124,27,4,0,0,0,341,0
39,30039,BOX ELDER,112,272,2.4285714285714284,175,21,0,154,193,21,0,0,0,0,0,4,150,0,0,12,6
40,30040,BOX ELDER,477,744,1.559748427672956,347,49,19,279,443,47,2,0,19,76,105,32,66,0,0,55,41
41,30041,BOX ELDER,203,359,1.7684729064039408,436,267,0,169,472,267,0,0,0,15,0,28,126,0,0,22,14
42,30042,BOX ELDER,123,216,1.7560975609756098,93,0,0,93,111,0,0,0,0,4,0,0,89,0,0,10,8
43,30043,BOX ELDER,289,493,1.7058823529411764,101,0,2,99,149,0,0,0,2,0,51,48,0,0,0,27,21
44,30044,BOX ELDER,151,335,2.218543046357616,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,17,14
45,30045,BOX ELDER,169,388,2.2958579881656807,51,0,0,51,65,0,0,0,0,47,0,4,0,0,0,8,6
46,30046,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,30047,BOX ELDER,5,9,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,30048,BOX ELDER,15,38,2.533333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
49,30049,BOX ELDER,0,0,0.0,129,121,0,8,134,93,28,0,0,0,4,0,4,0,0,5,0
50,30050,BOX ELDER,6,14,2.3333333333333335,323,1,51,271,963,1,0,14,37,42,168,56,5,0,0,640,0
51,30051,BOX ELDER,11,20,1.8181818181818181,94,0,48,46,111,0,0,13,35,32,0,14,0,0,0,17,0
52,30052,BOX ELDER,95,162,1.7052631578947368,2118,0,250,1868,2172,0,0,250,0,0,0,28,1840,0,0,48,6
53,30053,BOX ELDER,417,683,1.6378896882494005,1621,398,65,1158,1706,359,39,7,58,82,441,74,561,0,0,59,26
54,30054,BOX ELDER,228,526,2.307017543859649,780,58,22,700,836,15,43,21,1,118,286,89,207,0,0,36,20
55,30055,BOX ELDER,234,504,2.1538461538461537,282,0,1,281,327,0,0,1,0,4,259,0,18,0,0,27,18
56,30056,BOX ELDER,72,165,2.2916666666666665,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,5
57,30057,BOX ELDER,97,222,2.288659793814433,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,10,8
58,30058,BOX ELDER,0,0,0.0,95,0,95,0,122,0,0,95,0,0,0,0,0,0,0,27,0
59,30059,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,30060,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,30061,BOX ELDER,483,1265,2.619047619047619,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,29,24
