;TAZID,;CO_TAZID,CO_NAME,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
1,30001,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30002,BOX ELDER,20,47,2.35,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1
3,30003,BOX ELDER,33,79,2.393939393939394,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1
4,30004,BOX ELDER,1,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,30005,BOX ELDER,84,231,2.75,2,0,0,2,16,0,0,0,0,0,0,2,0,0,0,9,5
6,30006,BOX ELDER,5,11,2.2,8,0,8,0,9,0,0,0,8,0,0,0,0,0,0,1,0
7,30007,BOX ELDER,52,128,2.4615384615384617,35,2,26,7,256,2,0,0,26,0,0,0,7,211,0,5,5
8,30008,BOX ELDER,65,181,2.7846153846153845,63,20,0,43,73,20,0,0,0,41,0,0,2,0,0,5,5
9,30009,BOX ELDER,20,48,2.4,89,0,89,0,92,0,0,0,89,0,0,0,0,0,0,2,1
10,30010,BOX ELDER,29,71,2.4482758620689653,92,0,92,0,96,0,0,0,92,0,0,0,0,0,0,3,1
11,30011,BOX ELDER,10,27,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,30012,BOX ELDER,23,60,2.608695652173913,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1
13,30013,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,30014,BOX ELDER,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30015,BOX ELDER,1,3,3.0,270,0,260,10,322,0,0,115,145,0,0,0,10,49,0,3,0
16,30016,BOX ELDER,1,3,3.0,105,0,81,24,113,0,0,8,73,0,0,0,24,0,0,8,0
17,30017,BOX ELDER,5,12,2.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18,30018,BOX ELDER,0,0,0.0,706,0,706,0,715,0,0,492,214,0,0,0,0,0,0,9,0
19,30019,BOX ELDER,321,884,2.7538940809968846,28,17,10,1,60,17,0,0,10,1,0,0,0,0,0,17,15
