;TAZID,;CO_TAZID,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,CO_NAME
1,30001,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
2,30002,17,43,2.5294117647058822,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,BOX ELDER
3,30003,28,72,2.571428571428572,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,BOX ELDER
4,30004,1,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
5,30005,72,211,2.930555555555556,2,0,0,2,15,0,0,0,0,0,0,2,0,0,0,9,4,BOX ELDER
6,30006,4,10,2.5,8,0,8,0,9,0,0,0,8,0,0,0,0,0,0,1,0,BOX ELDER
7,30007,45,117,2.6,36,2,28,6,254,2,0,0,28,0,0,0,6,209,0,5,4,BOX ELDER
8,30008,56,165,2.946428571428572,58,18,0,40,67,18,0,0,0,38,0,0,2,0,0,5,4,BOX ELDER
9,30009,17,44,2.588235294117647,95,0,95,0,98,0,0,0,95,0,0,0,0,0,0,2,1,BOX ELDER
10,30010,25,65,2.6,98,0,98,0,102,0,0,0,98,0,0,0,0,0,0,3,1,BOX ELDER
11,30011,9,25,2.7777777777777777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
12,30012,20,55,2.75,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1,BOX ELDER
13,30013,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
14,30014,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOX ELDER
15,30015,1,3,3.0,270,0,261,9,321,0,0,107,154,0,0,0,9,48,0,3,0,BOX ELDER
16,30016,1,3,3.0,107,0,85,22,115,0,0,7,78,0,0,0,22,0,0,8,0,BOX ELDER
17,30017,4,11,2.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,BOX ELDER
18,30018,0,0,0.0,685,0,685,0,694,0,0,457,228,0,0,0,0,0,0,9,0,BOX ELDER
19,30019,275,807,2.9345454545454546,28,16,11,1,58,16,0,0,11,1,0,0,0,0,0,17,13,BOX ELDER
20,30020,186,416,2.236559139784946,125,13,67,45,154,13,0,65,2,0,0,0,45,0,0,17,12,BOX ELDER
21,30021,0,0,0.0,418,0,418,0,424,0,0,377,41,0,0,0,0,0,0,6,0,BOX ELDER
